1621,广州,美食,休闲茶饮,饮品/甜点,216,272,0.7941,56.84,87.72,0.648,0.6480
246,武汉,美食,小吃,其它小吃,195,293,0.6655,12.74,19.6,0.65,0.6500
601,成都,超市便利店,超市,,256,232,0.9063,14.74,22.61,0.6519,0.6519
50,上海,美食,烘焙糕点,面包,226,262,0.8626,10.61,16.23,0.6537,0.6537
1529,珠海,美食,休闲茶饮,奶茶,208,280,0.7429,34.25,52.3,0.6549,0.6549
1742,上海,美食,小吃,面点,226,262,0.8626,9.73,14.69,0.6624,0.6624
1156,锦州,超市便利店,超市,,104,384,0.2708,48.06,72.46,0.6633,0.6633
1370,济南,美食,休闲茶饮,奶茶,110,378,0.291,28.96,43.65,0.6635,0.6635
80,金华,超市便利店,超市,,222,266,0.8346,14.32,21.5,0.666,0.6660
372,无锡,超市便利店,超市,,190,298,0.6376,10.49,15.72,0.6673,0.6673
1946,贵阳,超市便利店,超市,,256,232,0.9063,22.33,33.31,0.6704,0.6704
1253,无锡,超市便利店,超市,,190,298,0.6376,14.1,21.02,0.6708,0.6708
1953,广州,美食,火锅,川味/重庆火锅,216,272,0.7941,9.31,13.83,0.6732,0.6732
1632,武汉,超市便利店,便利店,,195,293,0.6655,11.15,16.52,0.6749,0.6749
993,上海,美食,小吃,其它小吃,226,262,0.8626,11.52,17.05,0.6757,0.6757
394,徐州,美食,休闲茶饮,奶茶,124,364,0.3407,61.52,91.03,0.6758,0.6758
646,南京,美食,休闲食品,生鲜水果,172,316,0.5443,11.37,16.77,0.678,0.6780
1482,沈阳,超市便利店,超市,,106,382,0.2775,79.25,116.6,0.6797,0.6797
360,天津,超市便利店,超市,,122,366,0.3333,70.61,103.86,0.6799,0.6799
749,合肥,超市便利店,便利店,,196,292,0.6712,19.6,28.53,0.687,0.6870
1889,北京,美食,快餐,中式快餐,115,373,0.3083,21.97,31.96,0.6874,0.6874
994,嘉兴,美食,休闲茶饮,奶茶,231,257,0.8988,17.24,25.07,0.6877,0.6877
1479,南昌,美食,快餐,西式快餐,195,293,0.6655,35.7,51.74,0.69,0.6900
1048,金华,超市便利店,便利店,,222,266,0.8346,12.89,18.68,0.69,0.6900
1645,南京,美食,休闲茶饮,奶茶,172,316,0.5443,34.13,49.38,0.6912,0.6912
415,上海,美食,小吃,面点,226,262,0.8626,9.7,14.01,0.6924,0.6924
1155,温州,美食,休闲食品,生鲜水果,248,240,0.9677,37,53.41,0.6928,0.6928
659,深圳,美食,快餐,中式快餐,211,277,0.7617,37.18,53.64,0.6931,0.6931
920,上海,美食,休闲茶饮,饮品/甜点,226,262,0.8626,13.77,19.81,0.6951,0.6951
832,武汉,超市便利店,便利店,,195,293,0.6655,10.59,15.18,0.6976,0.6976
1905,武汉,超市便利店,便利店,,195,293,0.6655,27.1,38.84,0.6977,0.6977
14,深圳,美食,快餐,中式快餐,211,277,0.7617,49.91,71.52,0.6978,0.6978
439,金华,美食,中餐,江浙菜,222,266,0.8346,22.61,32.17,0.7028,0.7028
1932,苏州,超市便利店,超市,,196,292,0.6712,40.09,57.02,0.7031,0.7031
295,南昌,美食,休闲茶饮,奶茶,195,293,0.6655,38.87,55.23,0.7038,0.7038
608,金华,超市便利店,超市,,222,266,0.8346,63.26,89.8,0.7045,0.7045
51,北京,美食,快餐,中式快餐,115,373,0.3083,38.25,54.17,0.7061,0.7061
2,哈尔滨,超市便利店,超市,,136,352,0.3864,61.74,87.25,0.7076,0.7076
213,温州,美食,休闲食品,生鲜水果,248,240,0.9677,35.56,50.22,0.7081,0.7081
955,广州,超市便利店,超市,,216,272,0.7941,15.5,21.86,0.7091,0.7091
1499,上海,超市便利店,超市,,226,262,0.8626,19.76,27.84,0.7098,0.7098
1680,武汉,超市便利店,便利店,,195,293,0.6655,24.57,34.54,0.7113,0.7113
766,重庆,超市便利店,超市,,200,288,0.6944,9.96,14,0.7114,0.7114
1543,长沙,超市便利店,超市,,246,242,0.9837,14.5,20.3,0.7143,0.7143
1160,上海,超市便利店,便利店,,226,262,0.8626,10.43,14.58,0.7154,0.7154
1298,苏州,美食,休闲茶饮,奶茶,196,292,0.6712,21.41,29.81,0.7182,0.7182
1901,青岛,超市便利店,超市,,105,383,0.2742,69.11,96.08,0.7193,0.7193
570,湖州,美食,快餐,西式快餐,221,267,0.8277,95.58,132.83,0.7196,0.7196
1947,石家庄,超市便利店,便利店,,117,371,0.3154,31.51,43.76,0.7201,0.7201
516,苏州,美食,小吃,其它小吃,196,292,0.6712,12.92,17.91,0.7214,0.7214
1015,温州,美食,休闲食品,生鲜水果,248,240,0.9677,19.31,26.75,0.7219,0.7219
1916,温州,超市便利店,便利店,,248,240,0.9677,29.34,40.63,0.7221,0.7221
1025,常州,超市便利店,超市,,187,301,0.6213,22.99,31.82,0.7225,0.7225
33,成都,超市便利店,超市,,256,232,0.9063,9.82,13.58,0.7231,0.7231
1302,北京,超市便利店,超市,,115,373,0.3083,350.29,484.26,0.7234,0.7234
386,上海,美食,快餐,西式快餐,226,262,0.8626,91.39,126.05,0.725,0.7250
694,上海,美食,快餐,中式快餐,226,262,0.8626,19.48,26.83,0.7261,0.7261
1415,上海,超市便利店,超市,,226,262,0.8626,13.77,18.94,0.727,0.7270
609,无锡,超市便利店,超市,,190,298,0.6376,14.99,20.53,0.7302,0.7302
778,上海,美食,小吃,其它小吃,226,262,0.8626,13.83,18.92,0.731,0.7310
1878,福州,美食,休闲食品,生鲜水果,260,228,0.8769,45.7,62.49,0.7313,0.7313
1274,广州,美食,休闲茶饮,饮品/甜点,216,272,0.7941,12.14,16.57,0.7326,0.7326
68,广州,超市便利店,便利店,,216,272,0.7941,9.94,13.53,0.7347,0.7347
178,上海,超市便利店,超市,,226,262,0.8626,19.28,26.14,0.7376,0.7376
512,武汉,美食,休闲茶饮,奶茶,195,293,0.6655,20.36,27.56,0.7388,0.7388
952,大连,美食,烘焙糕点,其它烘焙糕点,109,379,0.2876,23.51,31.82,0.7388,0.7388
1869,阳江,超市便利店,超市,,247,241,0.9757,13.77,18.55,0.7423,0.7423
1908,武汉,美食,中餐,湖北菜,195,293,0.6655,9.66,13,0.7431,0.7431
606,哈尔滨,超市便利店,超市,,136,352,0.3864,75.4,101.32,0.7442,0.7442
1008,成都,美食,火锅,麻辣烫/串串香,256,232,0.9063,10.86,14.58,0.7449,0.7449
1434,杭州,美食,快餐,中式快餐,254,234,0.9213,78.71,105.65,0.745,0.7450
1212,无锡,超市便利店,超市,,190,298,0.6376,15.25,20.46,0.7454,0.7454
23,青岛,超市便利店,便利店,,105,383,0.2742,63.48,85.07,0.7462,0.7462
99,沈阳,美食,休闲食品,生鲜水果,106,382,0.2775,31.06,41.61,0.7465,0.7465
440,杭州,超市便利店,便利店,,254,234,0.9213,15.11,20.18,0.7488,0.7488
1220,武汉,超市便利店,便利店,,195,293,0.6655,32.73,43.62,0.7503,0.7503
871,舟山,美食,快餐,中式快餐,223,265,0.8415,21.79,29.02,0.7509,0.7509
1143,温州,美食,休闲茶饮,奶茶,248,240,0.9677,21.09,28.04,0.7521,0.7521
1444,北京,美食,休闲茶饮,饮品/甜点,115,373,0.3083,41.94,55.68,0.7532,0.7532
1970,大连,超市便利店,超市,,109,379,0.2876,137.61,182.15,0.7555,0.7555
1556,漳州,美食,快餐,中式快餐,237,251,0.9442,28.06,37.13,0.7557,0.7557
604,上海,美食,快餐,中式快餐,226,262,0.8626,16.13,21.33,0.7562,0.7562
1406,青岛,超市便利店,便利店,,105,383,0.2742,29.17,38.55,0.7567,0.7567
752,深圳,美食,休闲茶饮,奶茶,211,277,0.7617,17.37,22.95,0.7569,0.7569
1913,天津,美食,烘焙糕点,蛋糕,122,366,0.3333,33.24,43.89,0.7573,0.7573
1782,广州,超市便利店,便利店,,216,272,0.7941,18.84,24.86,0.7578,0.7578
1380,青岛,美食,休闲茶饮,奶茶,105,383,0.2742,24.47,32.17,0.7606,0.7606
1945,北京,美食,休闲茶饮,饮品/甜点,115,373,0.3083,197.82,259.98,0.7609,0.7609
1122,珠海,美食,休闲食品,其它休闲食品,208,280,0.7429,52.29,68.71,0.761,0.7610
443,上海,美食,火锅,麻辣烫/串串香,226,262,0.8626,12.49,16.4,0.7616,0.7616
1828,广州,美食,休闲茶饮,奶茶,216,272,0.7941,36.59,48.01,0.7621,0.7621
918,武汉,美食,小吃,面点,195,293,0.6655,15.67,20.54,0.7629,0.7629
931,北京,美食,休闲食品,生鲜水果,115,373,0.3083,76.77,100.49,0.764,0.7640
1658,北京,美食,休闲茶饮,饮品/甜点,115,373,0.3083,132.28,172.66,0.7661,0.7661
75,济南,美食,休闲茶饮,奶茶,110,378,0.291,8.14,10.62,0.7665,0.7665
675,梧州,美食,快餐,西式快餐,241,247,0.9757,47.12,61.42,0.7672,0.7672
683,广州,美食,中餐,闽菜,216,272,0.7941,11.94,15.55,0.7678,0.7678
813,北京,美食,休闲茶饮,饮品/甜点,115,373,0.3083,41.58,54.06,0.7691,0.7691
635,武汉,美食,休闲茶饮,饮品/甜点,195,293,0.6655,12.75,16.56,0.7699,0.7699
1591,成都,美食,快餐,中式快餐,256,232,0.9063,30.93,40.15,0.7704,0.7704
1760,泉州,美食,休闲茶饮,饮品/甜点,215,273,0.7875,90.15,116.97,0.7707,0.7707
1724,苏州,美食,小吃,面点,196,292,0.6712,14.09,18.27,0.7712,0.7712
144,上海,美食,休闲茶饮,奶茶,226,262,0.8626,24.01,31.1,0.772,0.7720
1834,青岛,超市便利店,便利店,,105,383,0.2742,29.58,38.26,0.7731,0.7731
1417,大连,超市便利店,超市,,109,379,0.2876,66.31,85.7,0.7737,0.7737
109,金华,超市便利店,便利店,,222,266,0.8346,23.8,30.73,0.7745,0.7745
201,南京,美食,小吃,其它小吃,172,316,0.5443,9.73,12.56,0.7747,0.7747
1317,上海,美食,烘焙糕点,面包,226,262,0.8626,19.75,25.44,0.7763,0.7763
1544,北京,超市便利店,超市,,115,373,0.3083,91.52,117.76,0.7772,0.7772
73,苏州,超市便利店,超市,,196,292,0.6712,14.07,18.07,0.7786,0.7786
633,南京,美食,快餐,中式快餐,172,316,0.5443,8.88,11.4,0.7789,0.7789
1473,厦门,美食,休闲茶饮,奶茶,222,266,0.8346,38.83,49.79,0.7799,0.7799
1088,上海,美食,烘焙糕点,面包,226,262,0.8626,18.55,23.73,0.7817,0.7817
1183,上海,超市便利店,超市,,226,262,0.8626,13.69,17.51,0.7818,0.7818
644,广州,美食,小吃,其它小吃,216,272,0.7941,11.96,15.26,0.7837,0.7837
1561,上海,美食,快餐,中式快餐,226,262,0.8626,30.74,39.21,0.784,0.7840
102,杭州,超市便利店,超市,,254,234,0.9213,22.11,28.18,0.7846,0.7846
1731,北京,美食,快餐,中式快餐,115,373,0.3083,38.47,48.98,0.7854,0.7854
984,天津,美食,休闲茶饮,饮品/甜点,122,366,0.3333,64.85,82.54,0.7857,0.7857
111,北京,美食,休闲茶饮,饮品/甜点,115,373,0.3083,45.23,57.53,0.7862,0.7862
1019,舟山,美食,快餐,中式快餐,223,265,0.8415,30.58,38.89,0.7863,0.7863
1851,成都,美食,快餐,中式快餐,256,232,0.9063,19.36,24.62,0.7864,0.7864
798,北京,美食,快餐,中式快餐,115,373,0.3083,38.92,49.46,0.7869,0.7869
1103,温州,美食,休闲食品,零食,248,240,0.9677,42.82,54.41,0.787,0.7870
1790,北京,美食,快餐,西式快餐,115,373,0.3083,127.43,161.88,0.7872,0.7872
1502,广州,美食,休闲食品,生鲜水果,216,272,0.7941,88.18,112.01,0.7873,0.7873
1194,苏州,超市便利店,超市,,196,292,0.6712,25.84,32.8,0.7878,0.7878
726,天津,美食,烘焙糕点,蛋糕,122,366,0.3333,48.11,60.98,0.7889,0.7889
1418,郑州,美食,中餐,其它地方菜,118,370,0.3189,24.61,31.15,0.79,0.7900
311,北京,美食,快餐,中式快餐,115,373,0.3083,71.46,90.45,0.79,0.7900
267,金华,美食,快餐,中式快餐,222,266,0.8346,21.23,26.86,0.7904,0.7904
1769,温州,美食,休闲茶饮,奶茶,248,240,0.9677,37.38,47.15,0.7928,0.7928
248,上海,美食,烘焙糕点,面包,226,262,0.8626,11.78,14.82,0.7949,0.7949
914,杭州,美食,快餐,中式快餐,254,234,0.9213,11.69,14.7,0.7952,0.7952
1867,宁波,美食,中餐,海鲜,220,268,0.8209,30,37.71,0.7955,0.7955
654,郑州,美食,休闲食品,生鲜水果,118,370,0.3189,32.98,41.45,0.7957,0.7957
1507,温州,美食,休闲食品,生鲜水果,248,240,0.9677,42.41,53.27,0.7961,0.7961
496,上海,美食,小吃,其它小吃,226,262,0.8626,22.28,27.96,0.7969,0.7969
388,北京,美食,烘焙糕点,面包,115,373,0.3083,51.2,64.22,0.7973,0.7973
532,杭州,美食,休闲食品,生鲜水果,254,234,0.9213,18.61,23.33,0.7977,0.7977
1667,广州,美食,休闲茶饮,饮品/甜点,216,272,0.7941,204.5,255.97,0.7989,0.7989
1983,济南,美食,烘焙糕点,其它烘焙糕点,110,378,0.291,10.86,13.59,0.7991,0.7991
1214,上海,美食,中餐,上海本帮菜,226,262,0.8626,11.6,14.5,0.8,0.8000
362,济南,美食,快餐,中式快餐,110,378,0.291,77.16,96.12,0.8027,0.8027
1688,珠海,美食,快餐,中式快餐,208,280,0.7429,34.88,43.42,0.8033,0.8033
1981,南昌,美食,休闲食品,生鲜水果,195,293,0.6655,18.27,22.74,0.8034,0.8034
1550,上海,美食,休闲食品,生鲜水果,226,262,0.8626,22.26,27.69,0.8039,0.8039
1381,青岛,超市便利店,便利店,,105,383,0.2742,70.44,87.56,0.8045,0.8045
1086,北京,美食,休闲食品,生鲜水果,115,373,0.3083,46.55,57.83,0.8049,0.8049
6,大连,美食,烘焙糕点,面包,109,379,0.2876,29.15,36.2,0.8052,0.8052
1319,深圳,美食,快餐,中式快餐,211,277,0.7617,44.22,54.88,0.8058,0.8058
524,杭州,美食,小吃,其它小吃,254,234,0.9213,15.21,18.87,0.806,0.8060
772,天津,美食,烘焙糕点,面包,122,366,0.3333,69.34,86,0.8063,0.8063
1919,南宁,美食,快餐,西式快餐,230,258,0.8915,58.53,72.54,0.8069,0.8069
1584,上海,超市便利店,超市,,226,262,0.8626,45.11,55.85,0.8077,0.8077
321,杭州,美食,快餐,中式快餐,254,234,0.9213,19.96,24.71,0.8078,0.8078
274,深圳,美食,快餐,中式快餐,211,277,0.7617,51.57,63.8,0.8083,0.8083
1816,广州,美食,休闲茶饮,咖啡,216,272,0.7941,9.62,11.9,0.8084,0.8084
1844,金华,美食,快餐,西式快餐,222,266,0.8346,58.46,72.23,0.8094,0.8094
452,杭州,超市便利店,超市,,254,234,0.9213,41.76,51.58,0.8096,0.8096
369,南宁,美食,快餐,西式快餐,230,258,0.8915,66.8,82.46,0.8101,0.8101
1231,乐山,超市便利店,超市,,213,275,0.7745,93.83,115.76,0.8106,0.8106
96,武汉,美食,小吃,面点,195,293,0.6655,25.29,31.2,0.8106,0.8106
547,厦门,美食,休闲茶饮,饮品/甜点,222,266,0.8346,17.96,22.15,0.8108,0.8108
703,大连,美食,快餐,中式快餐,109,379,0.2876,41.11,50.69,0.811,0.8110
224,温州,超市便利店,便利店,,248,240,0.9677,49.1,60.53,0.8112,0.8112
942,长沙,美食,烘焙糕点,面包,246,242,0.9837,17.53,21.59,0.8119,0.8119
1411,上海,美食,快餐,西式快餐,226,262,0.8626,91.21,112.26,0.8125,0.8125
450,无锡,超市便利店,超市,,190,298,0.6376,12.25,15.05,0.814,0.8140
550,上海,美食,火锅,麻辣烫/串串香,226,262,0.8626,17.12,21.03,0.8141,0.8141
348,北京,超市便利店,超市,,115,373,0.3083,156.51,192.2,0.8143,0.8143
1087,北京,美食,中餐,江浙菜,115,373,0.3083,40.39,49.57,0.8148,0.8148
1164,大连,美食,休闲茶饮,饮品/甜点,109,379,0.2876,60.47,74.16,0.8154,0.8154
1036,武汉,美食,烘焙糕点,面包,195,293,0.6655,20.22,24.78,0.816,0.8160
1611,沈阳,超市便利店,超市,,106,382,0.2775,58.94,72.22,0.8161,0.8161
64,成都,美食,休闲茶饮,冰激凌,256,232,0.9063,48.38,59.28,0.8161,0.8161
771,南宁,美食,快餐,西式快餐,230,258,0.8915,40.87,50.07,0.8163,0.8163
1141,济南,美食,小吃,米粉/米线,110,378,0.291,39.15,47.96,0.8163,0.8163
1738,福州,超市便利店,便利店,,260,228,0.8769,29.29,35.88,0.8163,0.8163
148,武汉,超市便利店,便利店,,195,293,0.6655,11.06,13.54,0.8168,0.8168
335,广州,美食,快餐,中式快餐,216,272,0.7941,109.42,133.85,0.8175,0.8175
1130,温州,美食,休闲食品,生鲜水果,248,240,0.9677,28.58,34.91,0.8187,0.8187
1598,石家庄,超市便利店,便利店,,117,371,0.3154,31.68,38.69,0.8188,0.8188
1332,杭州,美食,快餐,西式快餐,254,234,0.9213,162.2,198.06,0.8189,0.8189
1265,南昌,美食,休闲茶饮,奶茶,195,293,0.6655,28.83,35.18,0.8195,0.8195
1024,青岛,超市便利店,便利店,,105,383,0.2742,40.63,49.56,0.8198,0.8198
82,广州,美食,中餐,粤菜,216,272,0.7941,65.01,79.27,0.8201,0.8201
1491,成都,美食,烘焙糕点,面包,256,232,0.9063,17.42,21.23,0.8205,0.8205
1267,常州,超市便利店,超市,,187,301,0.6213,35.7,43.5,0.8207,0.8207
734,北京,美食,快餐,西式快餐,115,373,0.3083,79.77,97.08,0.8217,0.8217
159,金华,美食,快餐,西式快餐,222,266,0.8346,66.87,81.36,0.8219,0.8219
711,台州,美食,快餐,中式快餐,232,256,0.9063,25.26,30.73,0.822,0.8220
1371,北京,美食,快餐,中式快餐,115,373,0.3083,54.89,66.69,0.8231,0.8231
1843,上海,超市便利店,便利店,,226,262,0.8626,116.98,142.08,0.8233,0.8233
733,福州,美食,休闲食品,其它休闲食品,260,228,0.8769,41.86,50.84,0.8234,0.8234
1191,合肥,超市便利店,超市,,196,292,0.6712,12.03,14.6,0.824,0.8240
641,珠海,超市便利店,便利店,,208,280,0.7429,11.45,13.89,0.8243,0.8243
329,青岛,超市便利店,便利店,,105,383,0.2742,44.96,54.5,0.825,0.8250
158,温州,美食,休闲食品,生鲜水果,248,240,0.9677,47.27,57.3,0.825,0.8250
1374,天津,美食,快餐,西式快餐,122,366,0.3333,28.48,34.51,0.8253,0.8253
1457,上海,美食,休闲食品,生鲜水果,226,262,0.8626,16.97,20.55,0.8258,0.8258
632,南昌,美食,休闲食品,生鲜水果,195,293,0.6655,51.52,62.26,0.8275,0.8275
1587,宁德,美食,烘焙糕点,蛋糕,271,217,0.8007,15.86,19.16,0.8278,0.8278
166,北京,美食,其他美食,日韩料理,115,373,0.3083,31.74,38.33,0.8281,0.8281
762,石家庄,超市便利店,超市,,117,371,0.3154,77.26,93.29,0.8282,0.8282
969,温州,美食,中餐,江浙菜,248,240,0.9677,30.14,36.39,0.8282,0.8282
1803,南通,美食,休闲食品,生鲜水果,190,298,0.6376,51.2,61.78,0.8287,0.8287
1848,通辽,超市便利店,超市,,100,388,0.2577,50.03,60.36,0.8289,0.8289
1927,大连,美食,休闲食品,生鲜水果,109,379,0.2876,98.86,119.07,0.8303,0.8303
265,长沙,美食,快餐,中式快餐,246,242,0.9837,35.86,43.12,0.8316,0.8316
1693,苏州,美食,休闲食品,生鲜水果,196,292,0.6712,35.54,42.62,0.8339,0.8339
921,漳州,美食,快餐,中式快餐,237,251,0.9442,36.2,43.36,0.8349,0.8349
413,北京,美食,快餐,中式快餐,115,373,0.3083,71.7,85.83,0.8354,0.8354
150,厦门,美食,休闲茶饮,饮品/甜点,222,266,0.8346,15.11,18.06,0.8367,0.8367
1341,广州,美食,快餐,中式快餐,216,272,0.7941,64.06,76.54,0.8369,0.8369
732,温州,美食,休闲茶饮,奶茶,248,240,0.9677,26.4,31.53,0.8373,0.8373
1653,苏州,超市便利店,超市,,196,292,0.6712,21.98,26.24,0.8377,0.8377
1937,长沙,超市便利店,超市,,246,242,0.9837,48.17,57.48,0.838,0.8380
1563,苏州,美食,休闲食品,生鲜水果,196,292,0.6712,20.73,24.73,0.8383,0.8383
1301,潍坊,美食,休闲茶饮,饮品/甜点,101,387,0.261,75.07,89.49,0.8389,0.8389
1021,无锡,超市便利店,超市,,190,298,0.6376,29.03,34.59,0.8393,0.8393
1003,杭州,美食,中餐,其它地方菜,254,234,0.9213,11.89,14.16,0.8397,0.8397
123,北京,美食,休闲食品,生鲜水果,115,373,0.3083,56.14,66.79,0.8405,0.8405
1090,杭州,超市便利店,便利店,,254,234,0.9213,81.96,97.5,0.8406,0.8406
27,济南,美食,快餐,中式快餐,110,378,0.291,44.64,53.09,0.8408,0.8408
216,北京,美食,烘焙糕点,蛋糕,115,373,0.3083,45.85,54.51,0.8411,0.8411
1067,福州,美食,休闲食品,生鲜水果,260,228,0.8769,63.03,74.9,0.8415,0.8415
18,福州,美食,火锅,麻辣烫/串串香,260,228,0.8769,10.77,12.79,0.8421,0.8421
995,温州,超市便利店,超市,,248,240,0.9677,35.35,41.98,0.8421,0.8421
86,成都,超市便利店,超市,,256,232,0.9063,78.36,93.05,0.8421,0.8421
1091,济南,美食,快餐,中式快餐,110,378,0.291,30.85,36.61,0.8427,0.8427
1757,天津,购物,本地购物,,122,366,0.3333,27,32.04,0.8427,0.8427
1890,上海,超市便利店,便利店,,226,262,0.8626,87.37,103.61,0.8433,0.8433
889,无锡,超市便利店,超市,,190,298,0.6376,78.74,93.3,0.8439,0.8439
376,青岛,美食,快餐,西式快餐,105,383,0.2742,36.5,43.22,0.8445,0.8445
1279,青岛,超市便利店,便利店,,105,383,0.2742,45.45,53.78,0.8451,0.8451
1684,北京,美食,烘焙糕点,面包,115,373,0.3083,53.92,63.8,0.8451,0.8451
63,温州,超市便利店,超市,,248,240,0.9677,66.75,78.97,0.8453,0.8453
1017,邢台,超市便利店,超市,,118,370,0.3189,84.6,99.95,0.8464,0.8464
851,珠海,超市便利店,超市,,208,280,0.7429,11.03,13.03,0.8465,0.8465
521,上海,美食,快餐,西式快餐,226,262,0.8626,44.37,52.41,0.8466,0.8466
1070,温州,超市便利店,超市,,248,240,0.9677,15.94,18.8,0.8479,0.8479
1747,厦门,美食,其他美食,日韩料理,222,266,0.8346,15.15,17.85,0.8487,0.8487
1333,广州,美食,休闲食品,其它休闲食品,216,272,0.7941,37.45,44.12,0.8488,0.8488
115,杭州,美食,快餐,中式快餐,254,234,0.9213,99.79,117.56,0.8488,0.8488
938,无锡,超市便利店,超市,,190,298,0.6376,16.43,19.33,0.85,0.8500
1915,北京,美食,快餐,中式快餐,115,373,0.3083,54.63,64.26,0.8501,0.8501
120,杭州,超市便利店,超市,,254,234,0.9213,49.9,58.69,0.8502,0.8502
1612,武汉,超市便利店,便利店,,195,293,0.6655,23.27,27.34,0.8511,0.8511
884,杭州,美食,快餐,中式快餐,254,234,0.9213,31.18,36.62,0.8514,0.8514
1995,苏州,超市便利店,超市,,196,292,0.6712,10.92,12.82,0.8518,0.8518
815,太原,超市便利店,超市,,137,351,0.3903,35.99,42.25,0.8518,0.8518
1974,上海,美食,休闲茶饮,奶茶,226,262,0.8626,59.04,69.26,0.8524,0.8524
1578,郑州,美食,中餐,其它地方菜,118,370,0.3189,33.25,39,0.8526,0.8526
491,北京,超市便利店,超市,,115,373,0.3083,138.92,162.94,0.8526,0.8526
1248,成都,超市便利店,超市,,256,232,0.9063,20.76,24.34,0.8529,0.8529
1382,青岛,超市便利店,便利店,,105,383,0.2742,33.24,38.97,0.853,0.8530
545,广州,美食,休闲食品,零食,216,272,0.7941,42.57,49.87,0.8536,0.8536
101,温州,美食,烧烤,中式烧烤,248,240,0.9677,50.44,59.07,0.8539,0.8539
1644,广州,美食,烘焙糕点,面包,216,272,0.7941,79.17,92.7,0.854,0.8540
1095,青岛,超市便利店,便利店,,105,383,0.2742,49.36,57.78,0.8543,0.8543
