shop_id,city_name,location_id,per_pay,score,comment_cnt,shop_level,cate_1_name,cate_2_name,cate_3_name
36,中山,795,17,4,0,0,超市便利店,超市,
37,上海,639,9,3,4,2,美食,快餐,西式快餐
38,广州,36,2,3,0,0,超市便利店,便利店,
39,上海,205,9,2,6,0,美食,休闲食品,生鲜水果
40,湖州,1125,18,0,0,0,超市便利店,超市,
41,上海,1054,10,3,9,2,美食,快餐,西式快餐
42,武汉,198,1,3,2,0,美食,休闲茶饮,奶茶
43,上饶,102,15,2,3,2,美食,快餐,西式快餐
44,郑州,1088,20,4,5,2,美食,火锅,川味/重庆火锅
45,宁波,436,16,1,0,0,美食,中餐,川菜
46,南京,575,10,0,0,1,超市便利店,超市,
47,北京,322,6,0,0,1,超市便利店,便利店,
48,绍兴,516,18,0,0,0,超市便利店,超市,
49,南通,253,19,3,0,1,超市便利店,超市,
50,上海,93,14,3,0,2,美食,烘焙糕点,面包
51,北京,659,12,2,3,2,美食,快餐,中式快餐
52,绍兴,192,7,3,2,0,美食,休闲茶饮,奶茶
53,杭州,264,2,0,0,1,超市便利店,便利店,
54,武汉,423,9,0,0,1,超市便利店,超市,
55,上海,357,10,3,8,2,美食,快餐,西式快餐
56,成都,55,14,3,6,2,美食,快餐,西式快餐
57,上海,229,14,2,8,2,美食,快餐,西式快餐
58,杭州,1093,19,3,2,1,超市便利店,超市,
59,上海,229,4,0,0,1,超市便利店,便利店,
60,成都,730,8,3,5,2,美食,烘焙糕点,面包
61,厦门,203,4,3,1,0,美食,小吃,面点
62,盐城,872,15,3,7,2,美食,快餐,西式快餐
63,温州,158,17,0,0,0,超市便利店,超市,
64,成都,197,1,4,6,0,美食,休闲茶饮,冰激凌
65,上海,731,20,0,0,1,超市便利店,超市,
66,宁波,58,2,1,0,1,超市便利店,便利店,
67,南京,297,7,1,2,0,美食,小吃,面点
68,广州,490,3,0,0,1,超市便利店,便利店,
69,南京,422,14,3,1,0,休闲娱乐,网吧网咖,
70,北京,667,15,4,2,2,美食,烘焙糕点,蛋糕
71,北京,761,9,3,2,1,美食,烘焙糕点,面包
72,广州,552,17,4,0,1,超市便利店,超市,
73,苏州,780,16,0,0,0,超市便利店,超市,
74,上海,898,12,1,1,0,美食,快餐,其它快餐
75,济南,1104,1,4,1,0,美食,休闲茶饮,奶茶
76,厦门,687,19,3,1,0,美食,烘焙糕点,面包
77,宁波,429,17,1,2,0,美食,休闲茶饮,咖啡厅
78,上海,699,8,1,1,0,美食,快餐,中式快餐
79,上海,1033,15,2,3,1,美食,快餐,中式快餐
80,金华,874,17,0,0,0,超市便利店,超市,
81,上海,943,3,3,0,0,美食,休闲食品,生鲜水果
82,广州,47,6,1,4,1,美食,中餐,粤菜
83,无锡,180,12,3,5,1,美食,快餐,西式快餐
84,上海,697,11,3,3,0,美食,烘焙糕点,面包
85,苏州,138,12,3,5,2,美食,快餐,西式快餐
86,成都,910,19,3,0,1,超市便利店,超市,
87,福州,122,5,2,1,0,美食,快餐,中式快餐
88,温州,665,13,3,13,2,美食,快餐,西式快餐
89,重庆,754,17,4,0,1,超市便利店,超市,
90,上海,507,15,3,6,2,美食,烘焙糕点,面包
91,福州,930,18,0,0,0,超市便利店,超市,
92,成都,818,19,4,0,1,超市便利店,超市,
93,深圳,813,5,0,1,0,美食,快餐,中式快餐
94,深圳,79,10,3,1,0,美食,烘焙糕点,其它烘焙糕点
95,济南,682,4,3,1,0,美食,小吃,面点
96,武汉,65,1,3,2,0,美食,小吃,面点
97,廊坊,240,4,3,0,0,美食,休闲食品,生鲜水果
98,广州,587,12,1,1,1,美食,快餐,中式快餐
99,沈阳,692,5,4,1,0,美食,休闲食品,生鲜水果
100,南京,215,8,3,13,2,美食,快餐,西式快餐
101,温州,585,5,3,3,0,美食,烧烤,中式烧烤
102,杭州,914,13,0,0,0,超市便利店,超市,
103,北京,977,4,1,1,0,美食,小吃,其它小吃
104,福州,939,13,2,5,2,美食,快餐,西式快餐
105,苏州,15,14,3,7,2,美食,快餐,西式快餐
106,广州,309,2,4,0,0,超市便利店,便利店,
107,杭州,1093,7,3,3,0,美食,休闲茶饮,奶茶
108,上海,1010,8,2,3,2,美食,快餐,西式快餐
109,金华,622,11,0,0,0,超市便利店,便利店,
110,北京,982,7,0,0,1,超市便利店,便利店,
111,北京,430,9,3,3,2,美食,休闲茶饮,饮品/甜点
112,珠海,204,18,3,0,1,超市便利店,超市,
113,厦门,1107,1,0,0,0,超市便利店,超市,
114,上海,134,9,3,15,2,美食,快餐,西式快餐
115,杭州,89,6,2,6,0,美食,快餐,中式快餐
116,杭州,386,2,0,0,0,超市便利店,超市,
117,杭州,523,20,0,3,2,美食,中餐,江浙菜
118,北京,652,8,2,0,0,美食,快餐,中式快餐
119,保定,1087,10,3,2,2,美食,快餐,西式快餐
120,杭州,1111,14,0,0,0,超市便利店,超市,
121,上海,406,8,3,3,2,美食,快餐,中式快餐
122,上海,572,16,3,1,0,美食,快餐,其它快餐
123,北京,114,10,2,3,0,美食,休闲食品,生鲜水果
124,杭州,1094,17,3,0,1,超市便利店,超市,
125,大连,877,11,4,3,2,美食,快餐,西式快餐
126,成都,112,5,3,0,0,美食,小吃,其它小吃
127,武汉,317,13,1,3,1,美食,快餐,西式快餐
128,温州,665,20,2,1,2,美食,其他美食,西餐
129,宁波,46,20,4,0,1,超市便利店,超市,
130,南京,130,18,4,0,1,超市便利店,超市,
131,武汉,917,15,4,3,0,美食,休闲食品,生鲜水果
132,柳州,768,13,3,2,0,美食,快餐,西式快餐
133,广州,494,10,2,2,0,美食,快餐,中式快餐
134,宁波,764,1,3,1,0,美食,小吃,其它小吃
135,上海,828,7,4,4,0,美食,休闲茶饮,奶茶
136,武汉,510,10,3,3,2,美食,烘焙糕点,面包
137,宁波,436,15,3,1,0,美食,烘焙糕点,面包
138,上海,642,16,1,4,0,美食,小吃,面点
139,上海,244,12,3,4,1,美食,快餐,西式快餐
140,北京,1043,5,0,0,1,超市便利店,便利店,
141,北京,658,17,0,0,0,超市便利店,超市,
142,杭州,789,2,0,0,1,超市便利店,便利店,
143,北京,476,3,2,2,0,美食,快餐,中式快餐
144,上海,1054,5,4,2,0,美食,休闲茶饮,奶茶
145,台州,988,15,2,5,2,美食,快餐,西式快餐
146,福州,1075,19,0,0,1,超市便利店,超市,
147,广州,552,3,2,0,1,超市便利店,便利店,
148,武汉,737,5,0,0,0,超市便利店,便利店,
149,厦门,955,3,2,4,0,美食,小吃,其它小吃
150,厦门,1080,12,4,2,0,美食,休闲茶饮,饮品/甜点
151,上海,809,9,2,3,1,美食,快餐,西式快餐
152,武汉,557,16,3,1,2,美食,休闲食品,零食
153,黄冈,515,17,0,0,1,超市便利店,超市,
154,福州,330,1,1,0,0,美食,休闲食品,零食
155,江门,635,7,3,7,2,美食,快餐,西式快餐
156,惠州,334,18,0,0,0,超市便利店,超市,
157,北京,1154,14,3,7,2,美食,快餐,西式快餐
158,温州,840,8,3,2,0,美食,休闲食品,生鲜水果
159,金华,595,15,3,6,2,美食,快餐,西式快餐
160,上海,153,2,4,0,1,超市便利店,便利店,
161,南京,832,5,2,2,0,美食,小吃,其它小吃
162,广州,343,2,3,0,0,超市便利店,便利店,
163,杭州,778,17,4,0,0,超市便利店,超市,
164,武汉,435,1,3,1,0,美食,汤/粥/煲/砂锅/炖菜,砂锅/煲类/炖菜
165,南京,680,6,4,1,0,美食,休闲茶饮,饮品/甜点
166,北京,632,19,3,4,0,美食,其他美食,日韩料理
167,宁波,252,1,4,5,0,美食,小吃,其它小吃
168,杭州,672,10,0,0,0,超市便利店,超市,
169,南京,434,20,3,5,0,美食,中餐,西北菜
170,天津,43,18,4,0,1,超市便利店,超市,
171,上海,709,8,3,7,2,美食,快餐,西式快餐
172,北京,1005,19,4,0,1,超市便利店,超市,
173,南京,66,16,0,0,1,超市便利店,超市,
174,温州,936,2,4,3,0,美食,休闲食品,生鲜水果
175,武汉,435,18,4,0,1,超市便利店,超市,
176,常州,385,6,3,3,0,美食,休闲茶饮,奶茶
177,上海,415,11,3,5,2,美食,快餐,西式快餐
178,上海,630,16,0,0,0,超市便利店,超市,
179,嘉兴,1136,10,3,3,2,美食,快餐,中式快餐
180,苏州,729,16,0,0,0,超市便利店,超市,
181,黄石,529,14,2,6,2,美食,快餐,西式快餐
182,聊城,455,11,3,2,2,美食,快餐,西式快餐
183,北京,42,9,3,12,2,美食,快餐,西式快餐
184,北京,464,17,2,2,0,美食,中餐,其它地方菜
185,广州,522,9,2,3,0,美食,休闲食品,其它休闲食品
186,苏州,504,13,3,9,2,美食,快餐,西式快餐
187,惠州,83,8,2,5,2,美食,快餐,西式快餐
188,苏州,990,9,4,3,2,美食,休闲茶饮,饮品/甜点
189,无锡,984,17,0,0,1,超市便利店,超市,
190,深圳,734,14,1,4,2,美食,快餐,西式快餐
191,深圳,531,7,3,4,1,美食,快餐,西式快餐
192,东莞,858,14,2,4,2,美食,快餐,西式快餐
193,西安,1070,13,3,9,2,美食,快餐,西式快餐
194,上海,1032,5,3,1,0,美食,休闲茶饮,奶茶
195,孝感,98,19,1,4,2,美食,其他美食,西餐
196,深圳,407,15,1,3,2,美食,快餐,西式快餐
197,绍兴,1063,9,3,2,0,美食,烘焙糕点,面包
198,南京,399,8,1,1,0,美食,快餐,中式快餐
199,苏州,1034,15,0,0,0,超市便利店,超市,
200,上海,478,16,1,9,2,美食,快餐,西式快餐
201,南京,1053,4,3,0,0,美食,小吃,其它小吃
202,厦门,1107,1,2,1,0,美食,休闲食品,生鲜水果
203,上海,356,18,0,0,1,超市便利店,超市,
204,佛山,738,10,3,3,2,美食,快餐,西式快餐
205,杭州,280,9,4,2,1,美食,烘焙糕点,蛋糕
206,南宁,353,20,1,1,2,美食,中餐,粤菜
207,北京,396,17,3,5,2,美食,中餐,川菜
208,北京,580,17,0,0,0,超市便利店,超市,
209,常州,743,11,3,3,2,美食,休闲茶饮,饮品/甜点
210,武汉,788,14,3,7,2,美食,小吃,其它小吃
211,深圳,966,12,2,9,2,美食,快餐,西式快餐
212,南通,995,20,1,1,0,美食,中餐,江浙菜
213,温州,1058,1,4,2,0,美食,休闲食品,生鲜水果
214,深圳,1109,20,1,1,2,美食,中餐,江浙菜
215,北京,77,4,3,7,0,美食,休闲茶饮,奶茶
216,北京,376,14,4,3,2,美食,烘焙糕点,蛋糕
217,杭州,1092,13,3,20,2,美食,快餐,西式快餐
218,北京,1043,2,0,0,1,超市便利店,超市,
219,温州,236,11,3,1,0,美食,休闲食品,生鲜水果
220,杭州,378,20,3,2,0,美食,中餐,川菜
221,武汉,259,13,3,2,0,美食,烘焙糕点,面包
222,南昌,774,14,0,1,1,美食,休闲食品,零食
223,武汉,198,20,3,6,0,美食,火锅,麻辣烫/串串香
224,温州,442,2,2,0,1,超市便利店,便利店,
225,宁波,58,9,0,1,0,美食,快餐,中式快餐
226,广州,928,5,2,7,0,美食,快餐,中式快餐
227,西安,708,6,3,3,0,美食,休闲茶饮,饮品/甜点
228,南京,221,13,4,0,1,超市便利店,超市,
229,佛山,881,9,3,3,2,美食,快餐,西式快餐
230,福州,607,14,0,0,0,超市便利店,超市,
231,南京,212,17,4,0,1,超市便利店,超市,
232,温州,841,5,3,0,1,超市便利店,便利店,
233,杭州,264,11,3,6,1,美食,烘焙糕点,面包
234,合肥,374,5,0,2,0,美食,快餐,中式快餐
235,合肥,775,5,4,6,0,美食,休闲茶饮,奶茶
236,苏州,63,9,2,2,2,美食,快餐,中式快餐
237,南宁,1137,10,3,1,0,美食,烘焙糕点,面包
238,北京,42,20,2,3,0,美食,快餐,中式快餐
239,宿迁,265,16,3,6,2,美食,快餐,西式快餐
240,上海,544,9,3,10,2,美食,快餐,西式快餐
241,上海,924,11,3,2,2,美食,烘焙糕点,面包
242,宁波,58,13,3,2,0,美食,休闲食品,生鲜水果
243,漳州,202,18,0,0,1,超市便利店,超市,
244,广州,44,2,3,2,0,美食,休闲茶饮,奶茶
245,绍兴,219,6,4,2,0,美食,休闲食品,零食
246,武汉,324,6,2,1,0,美食,小吃,其它小吃
247,武汉,198,20,3,1,0,医疗健康,药店,
248,上海,1019,10,3,0,1,美食,烘焙糕点,面包
249,宁波,166,16,3,1,0,美食,快餐,中式快餐
250,武汉,831,20,1,2,0,美食,烧烤,中式烧烤
251,北京,94,6,3,2,0,美食,快餐,中式快餐
252,深圳,491,13,3,7,2,美食,快餐,西式快餐
253,北京,1150,20,3,3,0,美食,中餐,海鲜
254,厦门,1107,1,4,1,0,美食,休闲茶饮,奶茶
255,北京,538,11,2,1,0,美食,快餐,中式快餐
256,南宁,76,18,3,0,1,超市便利店,超市,
257,北京,129,6,0,0,0,超市便利店,便利店,
258,蚌埠,159,12,3,8,2,美食,快餐,西式快餐
259,苏州,685,10,3,3,2,美食,休闲茶饮,饮品/甜点
260,金华,923,15,2,6,2,美食,快餐,西式快餐
261,南宁,1137,15,2,8,2,美食,快餐,西式快餐
262,宁波,150,9,3,3,0,美食,小吃,其它小吃
263,杭州,1091,10,0,0,1,超市便利店,便利店,
264,杭州,521,8,3,3,0,美食,休闲食品,生鲜水果
265,长沙,394,7,2,3,2,美食,快餐,中式快餐
266,沈阳,128,13,3,5,2,美食,快餐,西式快餐
267,金华,267,6,0,1,0,美食,快餐,中式快餐
268,深圳,531,3,3,0,0,超市便利店,便利店,
269,上海,365,9,1,1,0,美食,快餐,中式快餐
270,广州,928,5,3,10,0,美食,快餐,中式快餐
271,广州,488,5,0,1,0,美食,快餐,其它快餐
272,杭州,280,1,4,3,0,美食,烘焙糕点,面包
273,济南,934,13,3,9,2,美食,快餐,西式快餐
274,深圳,733,7,2,4,2,美食,快餐,中式快餐
275,广州,8,4,3,2,0,美食,休闲食品,生鲜水果
276,上海,168,19,0,0,1,超市便利店,超市,
277,上海,1054,20,3,2,2,美食,中餐,西北菜
278,广州,343,8,3,14,2,美食,快餐,西式快餐
279,广州,228,13,0,8,0,美食,快餐,西式快餐
280,武汉,812,15,3,2,0,美食,休闲茶饮,饮品/甜点
281,苏州,276,13,3,10,2,美食,快餐,西式快餐
282,杭州,378,3,3,0,1,超市便利店,便利店,
283,大连,227,20,4,9,0,美食,中餐,海鲜
284,上海,924,9,3,0,0,美食,休闲茶饮,饮品/甜点
285,杭州,629,14,2,11,2,美食,快餐,中式快餐
286,温州,837,1,2,1,0,美食,中餐,江浙菜
287,苏州,276,15,3,13,2,美食,快餐,西式快餐
288,上海,906,18,3,2,1,美食,其他美食,西餐
289,深圳,1078,9,3,2,0,美食,快餐,中式快餐
290,温州,141,6,4,0,1,超市便利店,便利店,
291,上海,255,11,3,1,0,美食,快餐,其它快餐
292,广州,57,3,0,0,0,超市便利店,便利店,
293,福州,122,17,3,0,1,超市便利店,超市,
294,南京,680,8,3,3,0,美食,汤/粥/煲/砂锅/炖菜,砂锅/煲类/炖菜
295,南昌,848,1,3,3,0,美食,休闲茶饮,奶茶
296,成都,845,18,0,0,1,超市便利店,超市,
297,长沙,104,2,2,2,0,美食,休闲食品,生鲜水果
298,西安,1020,19,0,0,1,超市便利店,超市,
299,杭州,884,8,3,6,2,美食,快餐,中式快餐
300,杭州,72,11,3,1,0,美食,休闲食品,生鲜水果
301,重庆,486,3,1,0,1,超市便利店,便利店,
302,武汉,209,1,0,0,0,美食,快餐,中式快餐
303,西安,708,15,3,5,2,美食,快餐,西式快餐
304,温州,969,15,3,15,2,美食,快餐,西式快餐
305,广州,439,8,3,7,2,美食,快餐,西式快餐
306,深圳,847,3,0,2,0,美食,快餐,中式快餐
307,绍兴,1082,14,3,4,2,美食,快餐,西式快餐
308,杭州,789,12,4,0,0,美食,小吃,米粉/米线
309,青岛,645,6,3,2,0,美食,快餐,中式快餐
310,深圳,576,17,0,0,1,超市便利店,超市,
311,北京,880,5,3,5,2,美食,快餐,中式快餐
312,嘉兴,1149,7,2,5,2,美食,快餐,中式快餐
313,深圳,983,2,0,3,0,美食,快餐,中式快餐
314,南京,399,15,4,2,0,美食,休闲茶饮,咖啡
315,上海,453,11,3,7,2,美食,快餐,西式快餐
316,杭州,681,2,4,2,0,美食,休闲茶饮,奶茶
317,苏州,902,5,2,1,0,美食,小吃,其它小吃
318,南京,680,18,3,4,0,美食,中餐,粤菜
319,上海,640,1,3,2,0,美食,小吃,面点
320,合肥,337,13,2,19,2,美食,快餐,西式快餐
321,杭州,258,10,1,1,0,美食,快餐,中式快餐
322,佛山,82,3,1,0,0,超市便利店,便利店,
323,南京,680,11,3,10,2,美食,快餐,西式快餐
324,杭州,181,10,3,3,0,美食,休闲食品,生鲜水果
325,天津,30,8,4,6,2,美食,快餐,西式快餐
326,沈阳,929,20,3,2,0,美食,火锅,其它火锅
327,上海,924,17,2,1,1,美食,小吃,面点
328,杭州,146,12,4,5,2,美食,烘焙糕点,蛋糕
329,青岛,940,5,3,0,1,超市便利店,便利店,
330,南京,680,18,3,1,0,美食,其他美食,日韩料理
331,武汉,277,1,0,1,0,美食,快餐,中式快餐
332,泰州,785,12,3,7,2,美食,快餐,西式快餐
333,上海,609,12,3,1,1,美食,烘焙糕点,蛋糕
334,杭州,827,2,3,1,0,美食,休闲食品,生鲜水果
335,广州,47,5,2,7,2,美食,快餐,中式快餐
336,上海,478,19,1,4,0,美食,火锅,其它火锅
337,佛山,559,10,2,8,2,美食,快餐,西式快餐
338,上海,1013,19,2,0,1,超市便利店,超市,
339,济南,38,17,4,3,0,美食,休闲茶饮,咖啡厅
340,杭州,760,18,4,1,0,美食,休闲食品,生鲜水果
341,宁波,133,14,3,11,2,美食,快餐,西式快餐
342,南京,680,2,4,2,0,美食,小吃,其它小吃
343,佛山,536,9,3,5,2,美食,快餐,西式快餐
344,广州,711,8,3,8,2,美食,快餐,西式快餐
345,丽水,432,14,3,6,2,美食,快餐,西式快餐
346,温州,837,3,4,0,1,超市便利店,便利店,
347,邯郸,604,7,3,3,2,美食,快餐,西式快餐
348,北京,540,19,4,0,1,超市便利店,超市,
349,合肥,599,12,0,0,0,超市便利店,超市,
350,北京,113,6,0,0,1,超市便利店,便利店,
351,南京,215,6,3,2,0,美食,烘焙糕点,面包
352,北京,139,2,0,0,0,超市便利店,便利店,
353,北京,538,15,4,1,0,美食,小吃,其它小吃
354,温州,1014,14,0,0,0,超市便利店,超市,
355,南京,172,7,3,2,0,美食,小吃,其它小吃
356,广州,67,11,2,9,2,美食,快餐,西式快餐
357,南京,96,6,0,0,0,超市便利店,超市,
358,上海,642,11,3,4,2,美食,快餐,西式快餐
359,南通,187,13,3,8,2,美食,快餐,西式快餐
360,天津,612,18,3,0,1,超市便利店,超市,
361,南京,399,4,2,2,0,美食,快餐,中式快餐
362,济南,69,3,3,5,1,美食,快餐,中式快餐
363,武汉,277,9,4,0,1,超市便利店,超市,
364,佛山,82,20,0,4,0,美食,中餐,江浙菜
365,广州,577,13,2,4,2,美食,快餐,西式快餐
366,常州,390,3,2,1,0,美食,休闲食品,其它休闲食品
367,上海,1119,16,1,1,0,医疗健康,药店,
368,武汉,209,1,0,0,0,美食,快餐,中式快餐
369,南宁,484,10,3,6,2,美食,快餐,西式快餐
370,上海,809,8,3,8,2,美食,休闲茶饮,饮品/甜点
371,泉州,1035,20,0,0,0,超市便利店,超市,
372,无锡,1050,19,0,0,0,超市便利店,超市,
373,贵阳,783,11,3,2,2,美食,快餐,西式快餐
374,武汉,290,1,4,2,0,美食,休闲茶饮,奶茶
375,咸宁,320,16,2,3,2,美食,小吃,其它小吃
376,青岛,869,13,3,3,2,美食,快餐,西式快餐
377,福州,1075,3,4,0,1,超市便利店,便利店,
378,南京,669,10,3,4,2,美食,快餐,中式快餐
379,杭州,523,20,1,2,0,美食,中餐,粤菜
380,绍兴,426,14,3,13,2,美食,快餐,西式快餐
381,杭州,303,16,2,1,2,美食,休闲食品,生鲜水果
382,杭州,849,15,3,3,2,美食,休闲食品,生鲜水果
383,杭州,897,5,4,3,0,美食,快餐,中式快餐
384,上海,642,19,2,1,0,美食,中餐,粤菜
385,福州,578,13,1,2,1,美食,快餐,西式快餐
386,上海,781,10,3,7,2,美食,快餐,西式快餐
387,杭州,1091,13,3,2,0,美食,快餐,西式快餐
388,北京,1038,13,3,3,0,美食,烘焙糕点,面包
389,上海,779,5,3,0,0,美食,快餐,中式快餐
390,北京,534,4,3,3,0,美食,休闲茶饮,奶茶
391,上海,1036,15,2,9,2,美食,快餐,西式快餐
392,北京,160,6,0,0,1,超市便利店,便利店,
393,深圳,1052,18,2,0,1,超市便利店,超市,
394,徐州,689,2,3,4,0,美食,休闲茶饮,奶茶
395,上海,662,10,3,6,2,美食,快餐,西式快餐
396,杭州,1120,16,4,3,0,美食,其他美食,其他餐饮美食
397,上海,356,15,3,2,1,美食,烘焙糕点,面包
398,北京,376,9,3,3,2,美食,快餐,西式快餐
399,常州,743,16,3,11,2,美食,快餐,西式快餐
400,泉州,965,15,0,0,0,超市便利店,超市,
401,长沙,811,14,1,0,0,美食,休闲食品,零食
402,上海,679,8,3,6,2,美食,休闲茶饮,饮品/甜点
403,成都,730,20,2,5,0,美食,中餐,川菜
404,上海,191,13,3,7,2,美食,快餐,西式快餐
405,成都,732,4,2,0,0,超市便利店,便利店,
406,杭州,485,2,3,1,0,美食,快餐,中式快餐
407,上海,976,12,3,6,2,美食,烘焙糕点,面包
408,贵阳,666,20,0,0,1,超市便利店,超市,
409,武汉,1027,10,0,0,1,超市便利店,超市,
410,温州,100,2,3,1,0,美食,休闲茶饮,奶茶
411,南京,399,5,3,1,0,美食,小吃,其它小吃
412,广州,29,15,2,1,0,美食,中餐,西北菜
413,北京,574,12,2,4,0,美食,快餐,中式快餐
414,福州,702,19,4,0,1,超市便利店,超市,
415,上海,924,5,1,0,0,美食,小吃,面点
416,深圳,1052,19,3,3,0,美食,其他美食,西餐
417,辽阳,1056,13,4,4,2,美食,快餐,西式快餐
418,常州,570,14,3,9,2,美食,快餐,西式快餐
419,广州,686,16,3,2,2,美食,快餐,西式快餐
420,广州,327,3,4,0,1,超市便利店,便利店,
421,绍兴,214,20,1,2,2,美食,烧烤,中式烧烤
422,长沙,1012,16,3,6,1,美食,休闲食品,生鲜水果
423,武汉,1128,4,3,3,0,美食,休闲茶饮,奶茶
424,广州,465,16,1,0,1,超市便利店,超市,
425,上海,809,19,3,4,0,美食,中餐,西北菜
426,上海,229,16,2,2,0,美食,小吃,其它小吃
427,上海,642,20,3,2,0,美食,其他美食,日韩料理
428,厦门,1103,2,2,1,0,美食,休闲茶饮,饮品/甜点
429,株洲,6,14,3,4,2,美食,快餐,西式快餐
430,深圳,195,5,0,0,0,超市便利店,便利店,
431,东莞,913,9,2,5,2,美食,快餐,西式快餐
432,沈阳,952,16,3,2,0,美食,休闲茶饮,饮品/甜点
433,深圳,733,10,2,0,1,超市便利店,超市,
434,武汉,269,20,1,0,0,美食,中餐,湖北菜
435,合肥,99,19,0,0,1,超市便利店,超市,
436,武汉,608,8,3,9,2,美食,快餐,西式快餐
437,深圳,562,8,0,1,0,美食,快餐,中式快餐
438,杭州,1120,12,3,0,0,休闲娱乐,网吧网咖,
439,金华,45,12,1,2,0,美食,中餐,江浙菜
440,杭州,131,6,0,0,0,超市便利店,便利店,
441,上海,427,19,3,0,1,超市便利店,超市,
442,天津,1123,11,3,8,2,美食,快餐,西式快餐
443,上海,1061,13,2,1,0,美食,火锅,麻辣烫/串串香
444,无锡,177,15,3,1,0,美食,休闲食品,生鲜水果
445,武汉,37,7,2,1,0,美食,其他美食,其他餐饮美食
446,荆州,482,18,4,0,1,超市便利店,超市,
447,广州,552,5,1,5,2,美食,快餐,中式快餐
448,北京,916,6,0,0,1,超市便利店,便利店,
449,温州,1129,17,3,1,0,美食,休闲茶饮,冰激凌
450,无锡,782,14,0,0,0,超市便利店,超市,
451,杭州,405,20,4,6,2,美食,火锅,川味/重庆火锅
452,杭州,756,7,0,0,0,超市便利店,超市,
453,上海,830,15,3,2,0,美食,快餐,其它快餐
454,广州,1124,2,4,0,0,超市便利店,便利店,
455,杭州,264,17,3,6,2,美食,休闲食品,生鲜水果
456,广州,257,7,2,5,2,美食,快餐,西式快餐
457,杭州,250,7,3,1,0,美食,其他美食,日韩料理
458,济南,767,14,2,8,2,美食,快餐,西式快餐
459,南京,673,20,1,2,0,美食,其他美食,自助餐
460,杭州,261,4,2,2,0,美食,中餐,其它地方菜
461,北京,86,15,3,0,1,美食,烘焙糕点,面包
462,济南,23,8,3,4,2,美食,快餐,西式快餐
463,武汉,861,16,0,0,0,超市便利店,超市,
464,北京,696,10,3,4,2,美食,快餐,西式快餐
465,上海,346,19,3,0,1,超市便利店,超市,
466,武汉,1007,18,3,3,0,美食,休闲茶饮,饮品/甜点
467,泉州,965,17,0,0,1,超市便利店,超市,
468,广州,757,13,3,7,2,美食,快餐,西式快餐
469,北京,696,5,3,1,0,美食,快餐,中式快餐
470,上海,639,6,4,1,0,美食,小吃,其它小吃
471,南京,399,10,3,1,0,美食,休闲食品,美食特产
472,南京,377,9,4,12,2,美食,快餐,西式快餐
473,北京,916,5,2,0,0,美食,快餐,中式快餐
474,杭州,797,6,3,0,0,美食,休闲食品,生鲜水果
475,广州,155,16,3,0,1,超市便利店,超市,
476,杭州,378,9,3,1,0,美食,小吃,其它小吃
477,杭州,287,11,2,1,0,美食,小吃,面点
478,深圳,810,14,3,2,2,美食,休闲食品,生鲜水果
479,北京,727,16,0,0,0,超市便利店,超市,
480,珠海,664,15,2,4,2,美食,快餐,西式快餐
481,武汉,776,9,4,0,1,超市便利店,超市,
482,太原,925,15,3,7,2,美食,快餐,西式快餐
483,广州,473,4,4,0,0,超市便利店,便利店,
