shop_id,city_name,location_id,per_pay,score,comment_cnt,shop_level,cate_1_name,cate_2_name,cate_3_name
60,24,730,8,3,5,2,0,3,4
61,13,203,4,3,1,0,0,5,16
62,30,872,15,3,7,2,0,4,5
63,18,158,17,0,0,0,1,1,1
64,24,197,1,4,6,0,0,0,17
65,8,731,20,0,0,1,1,1,1
66,9,58,2,1,0,1,1,9,1
67,25,297,7,1,2,0,0,5,16
68,15,490,3,0,0,1,1,9,1
69,25,422,14,3,1,0,2,11,1
70,23,667,15,4,2,2,0,3,11
71,23,761,9,3,2,1,0,3,4
72,15,552,17,4,0,1,1,1,1
73,31,780,16,0,0,0,1,1,1
74,8,898,12,1,1,0,0,4,18
75,20,1104,1,4,1,0,0,0,2
76,13,687,19,3,1,0,0,3,4
77,9,429,17,1,2,0,0,0,19
78,8,699,8,1,1,0,0,4,8
79,8,1033,15,2,3,1,0,4,8
80,32,874,17,0,0,0,1,1,1
81,8,943,3,3,0,0,0,2,3
82,15,47,6,1,4,1,0,6,20
83,33,180,12,3,5,1,0,4,5
84,8,697,11,3,3,0,0,3,4
85,31,138,12,3,5,2,0,4,5
86,24,910,19,3,0,1,1,1,1
87,14,122,5,2,1,0,0,4,8
88,18,665,13,3,13,2,0,4,5
89,16,754,17,4,0,1,1,1,1
90,8,507,15,3,6,2,0,3,4
91,14,930,18,0,0,0,1,1,1
92,24,818,19,4,0,1,1,1,1
93,10,813,5,0,1,0,0,4,8
94,10,79,10,3,1,0,0,3,21
95,20,682,4,3,1,0,0,5,16
96,12,65,1,3,2,0,0,5,16
97,34,240,4,3,0,0,0,2,3
98,15,587,12,1,1,1,0,4,8
99,35,692,5,4,1,0,0,2,3
100,25,215,8,3,13,2,0,4,5
101,18,585,5,3,3,0,0,12,22
102,4,914,13,0,0,0,1,1,1
103,23,977,4,1,1,0,0,5,6
104,14,939,13,2,5,2,0,4,5
105,31,15,14,3,7,2,0,4,5
106,15,309,2,4,0,0,1,9,1
107,4,1093,7,3,3,0,0,0,2
108,8,1010,8,2,3,2,0,4,5
109,32,622,11,0,0,0,1,9,1
110,23,982,7,0,0,1,1,9,1
111,23,430,9,3,3,2,0,0,0
112,36,204,18,3,0,1,1,1,1
113,13,1107,1,0,0,0,1,1,1
114,8,134,9,3,15,2,0,4,5
115,4,89,6,2,6,0,0,4,8
116,4,386,2,0,0,0,1,1,1
117,4,523,20,0,3,2,0,6,23
118,23,652,8,2,0,0,0,4,8
119,37,1087,10,3,2,2,0,4,5
120,4,1111,14,0,0,0,1,1,1
121,8,406,8,3,3,2,0,4,8
122,8,572,16,3,1,0,0,4,18
123,23,114,10,2,3,0,0,2,3
124,4,1094,17,3,0,1,1,1,1
125,5,877,11,4,3,2,0,4,5
126,24,112,5,3,0,0,0,5,6
127,12,317,13,1,3,1,0,4,5
128,18,665,20,2,1,2,0,10,12
129,9,46,20,4,0,1,1,1,1
130,25,130,18,4,0,1,1,1,1
131,12,917,15,4,3,0,0,2,3
132,38,768,13,3,2,0,0,4,5
133,15,494,10,2,2,0,0,4,8
134,9,764,1,3,1,0,0,5,6
135,8,828,7,4,4,0,0,0,2
136,12,510,10,3,3,2,0,3,4
137,9,436,15,3,1,0,0,3,4
138,8,642,16,1,4,0,0,5,16
139,8,244,12,3,4,1,0,4,5
140,23,1043,5,0,0,1,1,9,1
141,23,658,17,0,0,0,1,1,1
142,4,789,2,0,0,1,1,9,1
143,23,476,3,2,2,0,0,4,8
144,8,1054,5,4,2,0,0,0,2
145,39,988,15,2,5,2,0,4,5
146,14,1075,19,0,0,1,1,1,1
147,15,552,3,2,0,1,1,9,1
148,12,737,5,0,0,0,1,9,1
149,13,955,3,2,4,0,0,5,6
150,13,1080,12,4,2,0,0,0,0
151,8,809,9,2,3,1,0,4,5
152,12,557,16,3,1,2,0,2,24
153,40,515,17,0,0,1,1,1,1
154,14,330,1,1,0,0,0,2,24
155,41,635,7,3,7,2,0,4,5
156,42,334,18,0,0,0,1,1,1
157,23,1154,14,3,7,2,0,4,5
158,18,840,8,3,2,0,0,2,3
159,32,595,15,3,6,2,0,4,5
160,8,153,2,4,0,1,1,9,1
161,25,832,5,2,2,0,0,5,6
162,15,343,2,3,0,0,1,9,1
163,4,778,17,4,0,0,1,1,1
164,12,435,1,3,1,0,0,8,25
165,25,680,6,4,1,0,0,0,0
166,23,632,19,3,4,0,0,10,26
167,9,252,1,4,5,0,0,5,6
168,4,672,10,0,0,0,1,1,1
169,25,434,20,3,5,0,0,6,27
170,3,43,18,4,0,1,1,1,1
171,8,709,8,3,7,2,0,4,5
172,23,1005,19,4,0,1,1,1,1
173,25,66,16,0,0,1,1,1,1
174,18,936,2,4,3,0,0,2,3
175,12,435,18,4,0,1,1,1,1
176,43,385,6,3,3,0,0,0,2
177,8,415,11,3,5,2,0,4,5
178,8,630,16,0,0,0,1,1,1
179,44,1136,10,3,3,2,0,4,8
180,31,729,16,0,0,0,1,1,1
181,45,529,14,2,6,2,0,4,5
182,46,455,11,3,2,2,0,4,5
183,23,42,9,3,12,2,0,4,5
184,23,464,17,2,2,0,0,6,28
185,15,522,9,2,3,0,0,2,29
186,31,504,13,3,9,2,0,4,5
187,42,83,8,2,5,2,0,4,5
188,31,990,9,4,3,2,0,0,0
189,33,984,17,0,0,1,1,1,1
190,10,734,14,1,4,2,0,4,5
191,10,531,7,3,4,1,0,4,5
192,26,858,14,2,4,2,0,4,5
193,11,1070,13,3,9,2,0,4,5
194,8,1032,5,3,1,0,0,0,2
195,7,98,19,1,4,2,0,10,12
196,10,407,15,1,3,2,0,4,5
197,6,1063,9,3,2,0,0,3,4
198,25,399,8,1,1,0,0,4,8
199,31,1034,15,0,0,0,1,1,1
200,8,478,16,1,9,2,0,4,5
201,25,1053,4,3,0,0,0,5,6
202,13,1107,1,2,1,0,0,2,3
203,8,356,18,0,0,1,1,1,1
204,47,738,10,3,3,2,0,4,5
205,4,280,9,4,2,1,0,3,11
206,48,353,20,1,1,2,0,6,20
207,23,396,17,3,5,2,0,6,15
208,23,580,17,0,0,0,1,1,1
209,43,743,11,3,3,2,0,0,0
210,12,788,14,3,7,2,0,5,6
211,10,966,12,2,9,2,0,4,5
212,29,995,20,1,1,0,0,6,23
213,18,1058,1,4,2,0,0,2,3
214,10,1109,20,1,1,2,0,6,23
215,23,77,4,3,7,0,0,0,2
216,23,376,14,4,3,2,0,3,11
217,4,1092,13,3,20,2,0,4,5
218,23,1043,2,0,0,1,1,1,1
219,18,236,11,3,1,0,0,2,3
220,4,378,20,3,2,0,0,6,15
221,12,259,13,3,2,0,0,3,4
222,2,774,14,0,1,1,0,2,24
223,12,198,20,3,6,0,0,7,9
224,18,442,2,2,0,1,1,9,1
225,9,58,9,0,1,0,0,4,8
226,15,928,5,2,7,0,0,4,8
227,11,708,6,3,3,0,0,0,0
228,25,221,13,4,0,1,1,1,1
229,47,881,9,3,3,2,0,4,5
230,14,607,14,0,0,0,1,1,1
231,25,212,17,4,0,1,1,1,1
232,18,841,5,3,0,1,1,9,1
233,4,264,11,3,6,1,0,3,4
234,49,374,5,0,2,0,0,4,8
235,49,775,5,4,6,0,0,0,2
236,31,63,9,2,2,2,0,4,8
237,48,1137,10,3,1,0,0,3,4
238,23,42,20,2,3,0,0,4,8
239,50,265,16,3,6,2,0,4,5
240,8,544,9,3,10,2,0,4,5
241,8,924,11,3,2,2,0,3,4
242,9,58,13,3,2,0,0,2,3
243,51,202,18,0,0,1,1,1,1
244,15,44,2,3,2,0,0,0,2
245,6,219,6,4,2,0,0,2,24
246,12,324,6,2,1,0,0,5,6
247,12,198,20,3,1,0,3,13,1
248,8,1019,10,3,0,1,0,3,4
249,9,166,16,3,1,0,0,4,8
250,12,831,20,1,2,0,0,12,22
251,23,94,6,3,2,0,0,4,8
252,10,491,13,3,7,2,0,4,5
253,23,1150,20,3,3,0,0,6,30
254,13,1107,1,4,1,0,0,0,2
255,23,538,11,2,1,0,0,4,8
256,48,76,18,3,0,1,1,1,1
257,23,129,6,0,0,0,1,9,1
258,52,159,12,3,8,2,0,4,5
259,31,685,10,3,3,2,0,0,0
260,32,923,15,2,6,2,0,4,5
261,48,1137,15,2,8,2,0,4,5
262,9,150,9,3,3,0,0,5,6
263,4,1091,10,0,0,1,1,9,1
264,4,521,8,3,3,0,0,2,3
265,53,394,7,2,3,2,0,4,8
266,35,128,13,3,5,2,0,4,5
267,32,267,6,0,1,0,0,4,8
268,10,531,3,3,0,0,1,9,1
269,8,365,9,1,1,0,0,4,8
270,15,928,5,3,10,0,0,4,8
271,15,488,5,0,1,0,0,4,18
272,4,280,1,4,3,0,0,3,4
273,20,934,13,3,9,2,0,4,5
274,10,733,7,2,4,2,0,4,8
275,15,8,4,3,2,0,0,2,3
276,8,168,19,0,0,1,1,1,1
277,8,1054,20,3,2,2,0,6,27
278,15,343,8,3,14,2,0,4,5
279,15,228,13,0,8,0,0,4,5
280,12,812,15,3,2,0,0,0,0
281,31,276,13,3,10,2,0,4,5
282,4,378,3,3,0,1,1,9,1
283,5,227,20,4,9,0,0,6,30
284,8,924,9,3,0,0,0,0,0
285,4,629,14,2,11,2,0,4,8
286,18,837,1,2,1,0,0,6,23
287,31,276,15,3,13,2,0,4,5
288,8,906,18,3,2,1,0,10,12
289,10,1078,9,3,2,0,0,4,8
290,18,141,6,4,0,1,1,9,1
291,8,255,11,3,1,0,0,4,18
292,15,57,3,0,0,0,1,9,1
293,14,122,17,3,0,1,1,1,1
294,25,680,8,3,3,0,0,8,25
295,2,848,1,3,3,0,0,0,2
296,24,845,18,0,0,1,1,1,1
297,53,104,2,2,2,0,0,2,3
298,11,1020,19,0,0,1,1,1,1
299,4,884,8,3,6,2,0,4,8
300,4,72,11,3,1,0,0,2,3
301,16,486,3,1,0,1,1,9,1
302,12,209,1,0,0,0,0,4,8
303,11,708,15,3,5,2,0,4,5
304,18,969,15,3,15,2,0,4,5
305,15,439,8,3,7,2,0,4,5
306,10,847,3,0,2,0,0,4,8
307,6,1082,14,3,4,2,0,4,5
308,4,789,12,4,0,0,0,5,13
309,17,645,6,3,2,0,0,4,8
310,10,576,17,0,0,1,1,1,1
311,23,880,5,3,5,2,0,4,8
312,44,1149,7,2,5,2,0,4,8
313,10,983,2,0,3,0,0,4,8
314,25,399,15,4,2,0,0,0,31
315,8,453,11,3,7,2,0,4,5
316,4,681,2,4,2,0,0,0,2
317,31,902,5,2,1,0,0,5,6
318,25,680,18,3,4,0,0,6,20
319,8,640,1,3,2,0,0,5,16
320,49,337,13,2,19,2,0,4,5
321,4,258,10,1,1,0,0,4,8
322,47,82,3,1,0,0,1,9,1
323,25,680,11,3,10,2,0,4,5
324,4,181,10,3,3,0,0,2,3
325,3,30,8,4,6,2,0,4,5
326,35,929,20,3,2,0,0,7,32
327,8,924,17,2,1,1,0,5,16
328,4,146,12,4,5,2,0,3,11
329,17,940,5,3,0,1,1,9,1
330,25,680,18,3,1,0,0,10,26
331,12,277,1,0,1,0,0,4,8
332,54,785,12,3,7,2,0,4,5
333,8,609,12,3,1,1,0,3,11
334,4,827,2,3,1,0,0,2,3
335,15,47,5,2,7,2,0,4,8
336,8,478,19,1,4,0,0,7,32
337,47,559,10,2,8,2,0,4,5
338,8,1013,19,2,0,1,1,1,1
339,20,38,17,4,3,0,0,0,19
340,4,760,18,4,1,0,0,2,3
341,9,133,14,3,11,2,0,4,5
342,25,680,2,4,2,0,0,5,6
343,47,536,9,3,5,2,0,4,5
344,15,711,8,3,8,2,0,4,5
345,55,432,14,3,6,2,0,4,5
346,18,837,3,4,0,1,1,9,1
347,56,604,7,3,3,2,0,4,5
348,23,540,19,4,0,1,1,1,1
349,49,599,12,0,0,0,1,1,1
350,23,113,6,0,0,1,1,9,1
351,25,215,6,3,2,0,0,3,4
352,23,139,2,0,0,0,1,9,1
353,23,538,15,4,1,0,0,5,6
354,18,1014,14,0,0,0,1,1,1
355,25,172,7,3,2,0,0,5,6
356,15,67,11,2,9,2,0,4,5
357,25,96,6,0,0,0,1,1,1
358,8,642,11,3,4,2,0,4,5
359,29,187,13,3,8,2,0,4,5
360,3,612,18,3,0,1,1,1,1
361,25,399,4,2,2,0,0,4,8
362,20,69,3,3,5,1,0,4,8
363,12,277,9,4,0,1,1,1,1
364,47,82,20,0,4,0,0,6,23
365,15,577,13,2,4,2,0,4,5
366,43,390,3,2,1,0,0,2,29
367,8,1119,16,1,1,0,3,13,1
368,12,209,1,0,0,0,0,4,8
369,48,484,10,3,6,2,0,4,5
370,8,809,8,3,8,2,0,0,0
371,21,1035,20,0,0,0,1,1,1
372,33,1050,19,0,0,0,1,1,1
373,57,783,11,3,2,2,0,4,5
374,12,290,1,4,2,0,0,0,2
375,58,320,16,2,3,2,0,5,6
376,17,869,13,3,3,2,0,4,5
377,14,1075,3,4,0,1,1,9,1
378,25,669,10,3,4,2,0,4,8
379,4,523,20,1,2,0,0,6,20
380,6,426,14,3,13,2,0,4,5
381,4,303,16,2,1,2,0,2,3
382,4,849,15,3,3,2,0,2,3
383,4,897,5,4,3,0,0,4,8
384,8,642,19,2,1,0,0,6,20
385,14,578,13,1,2,1,0,4,5
386,8,781,10,3,7,2,0,4,5
387,4,1091,13,3,2,0,0,4,5
388,23,1038,13,3,3,0,0,3,4
389,8,779,5,3,0,0,0,4,8
390,23,534,4,3,3,0,0,0,2
391,8,1036,15,2,9,2,0,4,5
392,23,160,6,0,0,1,1,9,1
393,10,1052,18,2,0,1,1,1,1
394,59,689,2,3,4,0,0,0,2
395,8,662,10,3,6,2,0,4,5
396,4,1120,16,4,3,0,0,10,33
397,8,356,15,3,2,1,0,3,4
398,23,376,9,3,3,2,0,4,5
399,43,743,16,3,11,2,0,4,5
400,21,965,15,0,0,0,1,1,1
401,53,811,14,1,0,0,0,2,24
402,8,679,8,3,6,2,0,0,0
403,24,730,20,2,5,0,0,6,15
404,8,191,13,3,7,2,0,4,5
405,24,732,4,2,0,0,1,9,1
406,4,485,2,3,1,0,0,4,8
407,8,976,12,3,6,2,0,3,4
408,57,666,20,0,0,1,1,1,1
409,12,1027,10,0,0,1,1,1,1
410,18,100,2,3,1,0,0,0,2
411,25,399,5,3,1,0,0,5,6
412,15,29,15,2,1,0,0,6,27
413,23,574,12,2,4,0,0,4,8
414,14,702,19,4,0,1,1,1,1
415,8,924,5,1,0,0,0,5,16
416,10,1052,19,3,3,0,0,10,12
417,60,1056,13,4,4,2,0,4,5
418,43,570,14,3,9,2,0,4,5
419,15,686,16,3,2,2,0,4,5
420,15,327,3,4,0,1,1,9,1
421,6,214,20,1,2,2,0,12,22
422,53,1012,16,3,6,1,0,2,3
423,12,1128,4,3,3,0,0,0,2
424,15,465,16,1,0,1,1,1,1
425,8,809,19,3,4,0,0,6,27
426,8,229,16,2,2,0,0,5,6
427,8,642,20,3,2,0,0,10,26
428,13,1103,2,2,1,0,0,0,0
429,61,6,14,3,4,2,0,4,5
430,10,195,5,0,0,0,1,9,1
431,26,913,9,2,5,2,0,4,5
432,35,952,16,3,2,0,0,0,0
433,10,733,10,2,0,1,1,1,1
434,12,269,20,1,0,0,0,6,34
435,49,99,19,0,0,1,1,1,1
436,12,608,8,3,9,2,0,4,5
437,10,562,8,0,1,0,0,4,8
438,4,1120,12,3,0,0,2,11,1
439,32,45,12,1,2,0,0,6,23
440,4,131,6,0,0,0,1,9,1
441,8,427,19,3,0,1,1,1,1
442,3,1123,11,3,8,2,0,4,5
443,8,1061,13,2,1,0,0,7,9
444,33,177,15,3,1,0,0,2,3
445,12,37,7,2,1,0,0,10,33
446,62,482,18,4,0,1,1,1,1
447,15,552,5,1,5,2,0,4,8
448,23,916,6,0,0,1,1,9,1
449,18,1129,17,3,1,0,0,0,17
450,33,782,14,0,0,0,1,1,1
451,4,405,20,4,6,2,0,7,14
452,4,756,7,0,0,0,1,1,1
453,8,830,15,3,2,0,0,4,18
454,15,1124,2,4,0,0,1,9,1
455,4,264,17,3,6,2,0,2,3
456,15,257,7,2,5,2,0,4,5
457,4,250,7,3,1,0,0,10,26
458,20,767,14,2,8,2,0,4,5
459,25,673,20,1,2,0,0,10,35
460,4,261,4,2,2,0,0,6,28
461,23,86,15,3,0,1,0,3,4
462,20,23,8,3,4,2,0,4,5
463,12,861,16,0,0,0,1,1,1
464,23,696,10,3,4,2,0,4,5
465,8,346,19,3,0,1,1,1,1
466,12,1007,18,3,3,0,0,0,0
467,21,965,17,0,0,1,1,1,1
468,15,757,13,3,7,2,0,4,5
469,23,696,5,3,1,0,0,4,8
470,8,639,6,4,1,0,0,5,6
471,25,399,10,3,1,0,0,2,36
472,25,377,9,4,12,2,0,4,5
473,23,916,5,2,0,0,0,4,8
474,4,797,6,3,0,0,0,2,3
475,15,155,16,3,0,1,1,1,1
476,4,378,9,3,1,0,0,5,6
477,4,287,11,2,1,0,0,5,16
478,10,810,14,3,2,2,0,2,3
479,23,727,16,0,0,0,1,1,1
480,36,664,15,2,4,2,0,4,5
481,12,776,9,4,0,1,1,1,1
482,63,925,15,3,7,2,0,4,5
483,15,473,4,4,0,0,1,9,1
484,25,796,20,4,2,0,0,2,24
485,4,181,12,1,2,0,0,2,3
486,31,398,4,0,0,0,1,9,1
487,8,453,15,3,1,2,0,2,3
488,23,1141,10,0,0,0,1,1,1
489,18,1029,4,0,0,1,1,9,1
490,1,451,16,4,1,0,0,0,17
491,23,94,18,0,0,1,1,1,1
492,25,377,8,4,0,1,1,9,1
493,13,10,1,2,0,0,0,3,4
494,23,889,20,3,2,1,4,14,1
495,15,552,17,0,2,0,0,4,8
496,8,478,10,3,2,0,0,5,6
497,12,606,16,2,1,2,0,5,6
498,25,1126,4,3,2,0,0,2,3
499,64,163,14,3,5,2,0,4,5
500,4,264,20,2,5,2,0,12,22
501,20,528,1,4,1,0,0,0,0
502,13,620,13,3,9,2,0,4,5
503,31,48,13,2,3,1,0,4,8
504,53,650,7,4,0,0,1,9,1
505,15,932,3,4,0,0,1,9,1
506,23,632,15,3,1,1,0,3,4
507,14,425,2,3,4,0,0,2,3
508,23,836,7,0,0,1,1,9,1
509,2,1135,16,2,3,2,0,5,6
510,18,969,4,4,0,1,1,9,1
511,65,447,14,3,11,2,0,4,5
512,12,1024,1,3,2,0,0,0,2
513,23,367,5,3,3,0,0,5,16
514,4,884,11,2,1,0,0,2,3
515,22,660,2,0,0,0,1,9,1
516,31,922,5,2,1,0,0,5,6
517,31,902,17,4,0,1,1,1,1
518,43,452,12,3,1,1,0,3,4
519,8,864,11,3,4,2,0,4,5
520,66,493,5,3,0,1,1,9,1
521,8,478,13,1,3,2,0,4,5
522,10,991,20,2,6,2,0,6,23
523,33,766,17,1,0,1,0,4,18
524,4,378,6,3,0,0,0,5,6
525,15,335,12,3,3,2,0,2,3
526,33,1067,12,3,7,2,0,4,5
527,4,303,9,3,1,0,0,5,16
528,9,723,19,3,0,1,1,1,1
529,25,527,10,1,1,0,0,4,8
530,10,847,3,0,6,0,0,4,8
531,44,753,13,3,9,2,0,4,5
532,4,89,9,3,0,0,0,2,3
533,10,1109,3,0,0,0,1,9,1
534,4,1093,11,3,4,1,0,0,17
535,11,942,18,0,0,1,1,1,1
536,8,545,11,0,0,0,1,1,1
537,67,547,14,3,4,1,0,4,5
538,23,1130,10,3,1,0,0,0,17
539,14,1,9,3,4,2,0,4,5
540,18,174,7,4,0,0,1,1,1
541,18,239,2,4,0,1,1,9,1
542,4,908,9,1,1,0,0,4,8
543,25,399,2,3,1,0,0,5,6
544,6,418,10,3,4,0,0,5,6
545,15,228,9,2,1,0,0,2,24
546,47,1122,10,3,4,2,0,4,5
547,13,10,1,3,1,0,0,0,0
548,8,1054,10,3,6,2,0,4,5
549,43,385,17,4,3,0,0,3,4
550,8,1110,14,3,1,0,0,7,9
551,8,554,10,2,1,1,0,3,4
552,4,740,9,2,2,0,0,5,16
553,52,958,12,0,0,0,1,1,1
554,14,35,20,2,2,0,0,10,35
555,4,131,7,4,2,0,0,2,3
556,18,170,5,2,0,1,1,9,1
557,15,57,7,3,15,0,0,4,8
558,15,800,7,2,4,0,0,2,3
559,14,122,3,2,1,0,0,4,8
560,12,915,19,3,7,2,0,5,6
561,31,456,1,0,0,0,1,1,1
562,4,378,6,3,0,0,0,6,28
563,68,95,10,3,2,2,0,4,5
564,9,762,16,2,9,2,0,4,5
565,8,406,8,3,7,2,0,4,5
566,49,817,12,3,7,2,0,4,5
567,23,617,5,0,0,0,1,9,1
568,0,1105,14,3,7,2,0,4,5
569,14,851,2,2,1,0,0,3,4
570,0,899,6,3,12,2,0,4,5
571,8,679,6,2,3,0,0,4,8
572,4,1093,6,4,7,0,0,0,2
573,35,475,15,4,4,2,0,4,5
574,8,1032,19,3,1,0,0,10,26
575,4,1091,10,1,2,0,0,4,8
576,69,438,13,3,4,2,0,4,5
577,32,437,20,0,0,1,1,1,1
578,15,343,3,2,0,0,1,9,1
579,8,1113,15,2,3,0,0,4,18
580,9,759,19,3,0,1,1,1,1
581,8,1023,2,4,0,1,1,9,1
582,31,421,5,3,1,0,0,0,2
583,12,435,13,2,4,2,0,4,5
584,70,593,17,0,0,1,1,1,1
585,8,544,7,3,3,2,0,0,0
586,25,680,8,3,3,0,0,5,16
587,28,74,19,0,0,1,1,1,1
588,39,84,20,1,1,0,0,6,37
589,32,1157,16,3,4,2,0,4,5
590,14,122,11,0,0,0,1,1,1
591,71,931,14,3,5,2,0,4,5
592,43,1079,17,0,0,1,1,1,1
593,25,399,9,3,7,0,0,2,29
594,20,23,12,3,2,1,0,0,2
595,4,386,1,4,3,0,0,0,2
596,26,1055,13,2,3,2,0,4,5
597,25,96,10,3,2,0,0,3,4
598,23,535,7,0,0,0,1,9,1
599,4,275,16,3,0,0,0,2,3
600,8,906,13,3,6,0,0,4,18
601,24,1159,20,0,0,0,1,1,1
602,10,991,2,0,0,1,1,9,1
603,4,865,3,0,0,1,1,9,1
604,8,168,15,0,0,0,0,4,8
605,7,1022,17,0,0,1,1,1,1
606,1,350,18,0,0,1,1,1,1
607,4,835,10,2,2,0,0,2,3
608,32,3,17,4,0,0,1,1,1
609,33,586,14,0,0,0,1,1,1
610,28,957,12,3,7,2,0,4,5
611,15,242,11,0,0,0,1,1,1
612,4,850,4,3,1,0,0,2,29
613,47,648,17,3,0,0,1,1,1
614,8,948,8,3,5,2,0,4,8
615,43,1079,13,3,4,2,0,4,5
616,10,194,19,2,3,0,0,6,20
617,13,1107,2,4,1,0,0,0,2
618,8,554,2,4,0,1,1,9,1
619,10,966,20,0,5,2,0,12,22
620,8,662,4,3,2,0,0,3,11
621,15,928,3,0,1,0,0,4,8
622,72,951,14,2,5,2,0,4,5
623,23,51,16,3,3,0,0,4,8
624,25,73,17,0,0,1,1,1,1
625,16,419,17,0,0,1,1,1,1
626,25,859,3,0,0,0,1,1,1
627,23,199,5,0,0,1,1,9,1
628,23,601,9,3,8,2,0,4,5
629,8,846,10,3,4,2,0,0,0
630,41,894,17,0,0,0,1,1,1
631,4,884,3,3,0,1,1,9,1
632,2,964,2,4,1,0,0,2,3
633,25,401,7,1,1,0,0,4,8
634,8,643,10,0,0,0,1,1,1
635,12,1018,1,3,1,0,0,0,0
636,43,31,1,4,2,0,0,5,16
637,12,259,8,4,0,1,1,1,1
638,10,862,15,4,9,0,0,0,0
639,43,321,9,3,5,2,0,0,0
640,23,113,17,4,3,0,0,5,6
641,36,28,5,0,0,1,1,9,1
642,4,1093,4,2,3,0,0,5,6
643,18,61,5,4,0,1,1,9,1
644,15,36,7,3,1,0,0,5,6
645,15,552,2,1,0,1,1,9,1
646,25,175,3,4,1,0,0,2,3
647,73,518,19,0,0,1,1,1,1
648,25,680,8,3,2,0,0,2,29
649,4,110,3,4,0,1,1,9,1
650,15,911,18,3,0,1,1,1,1
651,4,280,3,2,5,0,0,4,8
652,4,850,19,4,0,1,1,1,1
653,18,722,5,4,0,1,1,9,1
654,28,829,2,2,1,0,0,2,3
655,47,304,4,4,0,0,1,9,1
656,4,897,1,4,4,0,0,0,2
657,19,1152,10,3,3,2,0,4,5
658,8,1032,7,3,3,0,0,5,6
659,10,195,7,2,3,2,0,4,8
660,8,1113,14,4,3,2,0,2,3
661,23,479,18,3,3,2,0,7,32
662,4,815,5,3,2,0,0,5,16
663,8,709,4,3,3,2,0,0,2
664,1,397,15,3,6,2,0,4,5
665,4,1093,20,1,2,1,0,6,23
666,24,816,15,2,3,1,0,4,5
667,4,287,11,1,5,0,0,4,8
668,4,283,16,1,10,2,0,4,5
669,47,1143,7,2,2,0,0,5,13
670,31,306,12,3,9,2,0,4,5
671,24,446,19,4,0,1,1,1,1
672,4,523,16,3,2,0,0,3,11
673,74,565,17,0,0,1,1,1,1
674,10,165,2,0,3,0,0,4,8
675,75,164,4,3,6,2,0,4,5
676,8,414,13,3,7,2,0,4,5
677,10,1109,8,2,2,1,0,3,4
678,15,47,2,4,0,1,1,9,1
679,18,1006,17,0,0,1,1,1,1
680,13,21,2,2,0,0,0,6,38
681,14,765,15,2,5,2,0,4,5
682,43,121,19,2,0,1,1,1,1
683,15,552,20,1,2,0,0,6,39
684,35,598,7,4,4,2,0,4,5
685,23,403,12,0,0,0,1,1,1
686,8,519,9,3,5,2,0,0,0
687,45,316,17,4,0,1,1,1,1
688,15,792,2,0,0,1,1,9,1
689,8,417,18,2,4,2,0,4,8
