39,251,180,210,215,246,357,250,251,180,210,215,246,357,250
40,98,70,81,79,94,116,76,98,70,81,79,94,116,76
41,174,141,146,187,305,365,150,174,141,146,187,305,365,150
42,79,82,68,90,93,86,74,79,82,68,90,93,86,74
43,65,67,66,97,71,104,61,65,67,66,97,71,104,61
44,57,48,51,58,79,77,67,57,48,51,58,79,77,67
45,31,31,32,37,52,50,28,31,31,32,37,52,50,28
46,185,165,158,160,171,180,191,185,165,158,160,171,180,191
47,168,172,150,166,84,88,142,168,172,150,166,84,88,142
48,370,383,349,413,547,572,371,370,383,349,413,547,572,371
49,395,374,363,366,538,642,470,395,374,363,366,538,642,470
50,61,60,63,62,65,80,77,61,60,63,62,65,80,77
51,75,59,59,71,42,36,68,75,59,59,71,42,36,68
52,46,54,49,75,131,111,50,46,54,49,75,131,111,50
53,124,118,127,148,133,117,118,124,118,127,148,133,117,118
54,322,324,304,315,325,316,329,322,324,304,315,325,316,329
55,334,326,344,398,357,363,328,334,326,344,398,357,363,328
56,58,68,64,68,95,74,62,58,68,64,68,95,74,62
57,262,331,277,317,255,255,256,262,331,277,317,255,255,256
58,1519,1464,1635,1580,1807,1968,1665,1519,1464,1635,1580,1807,1968,1665
59,154,165,170,262,169,170,177,154,165,170,262,169,170,177
60,152,161,153,177,173,160,158,152,161,153,177,173,160,158
61,76,86,85,93,105,111,79,76,86,85,93,105,111,79
62,79,77,63,79,96,110,75,79,77,63,79,96,110,75
63,230,187,181,201,209,273,196,230,187,181,201,209,273,196
64,149,157,133,125,118,107,159,149,157,133,125,118,107,159
65,312,312,322,358,499,610,342,312,312,322,358,499,610,342
66,61,61,68,97,82,93,65,61,61,68,97,82,93,65
67,57,59,43,68,91,84,51,57,59,43,68,91,84,51
68,48,55,56,57,66,60,61,48,55,56,57,66,60,61
69,90,93,100,122,138,129,93,90,93,100,122,138,129,93
70,49,53,49,62,81,81,47,49,53,49,62,81,81,47
71,148,158,141,170,156,147,162,148,158,141,170,156,147,162
72,406,478,507,523,534,535,572,406,478,507,523,534,535,572
73,103,81,101,103,99,113,90,103,81,101,103,99,113,90
74,107,109,106,120,125,146,112,107,109,106,120,125,146,112
75,98,93,76,89,79,93,75,98,93,76,89,79,93,75
76,36,38,31,32,103,60,54,36,38,31,32,103,60,54
77,107,121,120,137,102,136,125,107,121,120,137,102,136,125
78,56,51,56,49,46,56,57,56,51,56,49,46,56,57
79,163,145,148,144,47,64,160,163,145,148,144,47,64,160
80,55,67,73,62,67,84,71,55,67,73,62,67,84,71
81,133,89,103,61,89,123,118,133,89,103,61,89,123,118
82,109,108,107,113,94,91,111,109,108,107,113,94,91,111
83,120,117,114,139,183,189,101,120,117,114,139,183,189,101
84,168,167,164,182,263,289,152,168,167,164,182,263,289,152
85,68,58,54,80,109,105,61,68,58,54,80,109,105,61
86,124,115,119,122,166,166,119,124,115,119,122,166,166,119
87,133,137,123,114,22,23,131,133,137,123,114,22,23,131
88,408,473,408,515,595,609,412,408,473,408,515,595,609,412
89,33,37,43,53,112,70,43,33,37,43,53,112,70,43
90,217,169,177,225,332,402,192,217,169,177,225,332,402,192
91,87,98,82,86,117,120,90,87,98,82,86,117,120,90
92,111,107,108,150,211,181,118,111,107,108,150,211,181,118
93,166,159,193,143,136,94,177,166,159,193,143,136,94,177
94,93,111,103,79,93,73,90,93,111,103,79,93,73,90
95,104,99,99,110,86,85,98,104,99,99,110,86,85,98
96,105,116,117,138,139,158,128,105,116,117,138,139,158,128
97,182,135,161,179,180,205,217,182,135,161,179,180,205,217
98,77,71,82,75,101,88,76,77,71,82,75,101,88,76
99,70,56,62,61,40,59,70,70,56,62,61,40,59,70
100,398,379,388,424,376,276,378,398,379,388,424,376,276,378
101,116,120,106,123,159,180,139,116,120,106,123,159,180,139
102,128,123,132,122,122,139,131,128,123,132,122,122,139,131
103,70,75,65,68,75,66,57,70,75,65,68,75,66,57
104,112,103,102,123,101,74,92,112,103,102,123,101,74,92
105,79,67,73,104,155,173,75,79,67,73,104,155,173,75
106,68,54,65,62,69,58,66,68,54,65,62,69,58,66
107,61,63,57,102,206,193,74,61,63,57,102,206,193,74
108,88,74,85,100,131,139,87,88,74,85,100,131,139,87
109,105,116,116,110,100,103,106,105,116,116,110,100,103,106
110,160,158,135,144,144,126,130,160,158,135,144,144,126,130
111,57,60,70,72,100,75,68,57,60,70,72,100,75,68
112,108,99,129,128,162,159,113,108,99,129,128,162,159,113
113,155,170,141,160,89,123,137,155,170,141,160,89,123,137
114,607,600,610,714,455,529,587,607,600,610,714,455,529,587
115,472,470,405,415,351,390,431,472,470,405,415,351,390,431
116,459,471,506,392,367,406,509,459,471,506,392,367,406,509
117,122,116,115,148,241,240,108,122,116,115,148,241,240,108
118,81,79,80,70,25,26,86,81,79,80,70,25,26,86
119,41,39,35,61,92,84,41,41,39,35,61,92,84,41
120,251,250,257,249,301,393,272,251,250,257,249,301,393,272
121,48,47,50,61,61,64,41,48,47,50,61,61,64,41
122,54,47,63,67,68,76,52,54,47,63,67,68,76,52
123,92,99,71,88,123,104,93,92,99,71,88,123,104,93
124,354,364,380,354,405,518,403,354,364,380,354,405,518,403
125,36,36,33,47,56,44,35,36,36,33,47,56,44,35
126,114,109,109,104,102,92,120,114,109,109,104,102,92,120
127,74,52,48,54,100,89,46,74,52,48,54,100,89,46
128,37,56,45,58,86,83,41,37,56,45,58,86,83,41
129,172,160,189,197,317,320,164,172,160,189,197,317,320,164
130,305,294,259,274,355,348,301,305,294,259,274,355,348,301
131,50,58,49,61,68,57,74,50,58,49,61,68,57,74
132,48,47,52,78,109,85,45,48,47,52,78,109,85,45
133,101,97,100,106,75,69,111,101,97,100,106,75,69,111
134,417,433,391,371,339,368,436,417,433,391,371,339,368,436
135,161,138,146,149,163,185,171,161,138,146,149,163,185,171
136,102,97,94,114,90,82,104,102,97,94,114,90,82,104
137,88,85,89,99,76,74,82,88,85,89,99,76,74,82
138,278,261,259,265,208,217,265,278,261,259,265,208,217,265
139,53,52,61,87,150,122,51,53,52,61,87,150,122,51
140,360,383,330,371,181,179,325,360,383,330,371,181,179,325
141,46,40,30,36,68,73,42,46,40,30,36,68,73,42
142,436,452,429,443,173,180,446,436,452,429,443,173,180,446
143,123,124,132,128,112,101,120,123,124,132,128,112,101,120
144,93,94,77,95,159,209,97,93,94,77,95,159,209,97
145,60,65,57,67,73,73,64,60,65,57,67,73,73,64
146,444,464,430,519,715,726,485,444,464,430,519,715,726,485
147,136,129,124,133,102,107,125,136,129,124,133,102,107,125
148,71,66,57,86,81,74,74,71,66,57,86,81,74,74
149,135,161,147,170,333,245,167,135,161,147,170,333,245,167
150,44,67,57,54,117,97,54,44,67,57,54,117,97,54
151,119,96,95,117,63,54,89,119,96,95,117,63,54,89
152,46,49,47,60,67,60,50,46,49,47,60,67,60,50
153,55,56,63,70,101,79,63,55,56,63,70,101,79,63
154,95,105,102,109,73,71,114,95,105,102,109,73,71,114
155,111,127,116,134,156,156,116,111,127,116,134,156,156,116
156,123,138,138,91,187,157,134,123,138,138,91,187,157,134
157,80,86,72,95,139,121,85,80,86,72,95,139,121,85
158,59,76,54,73,62,63,69,59,76,54,73,62,63,69
159,44,55,51,58,82,84,60,44,55,51,58,82,84,60
160,321,308,308,280,100,103,291,321,308,308,280,100,103,291
161,114,105,113,146,105,129,136,114,105,113,146,105,129,136
162,88,78,83,83,92,61,78,88,78,83,83,92,61,78
163,81,72,81,79,107,125,73,81,72,81,79,107,125,73
164,189,210,234,222,140,131,198,189,210,234,222,140,131,198
165,97,85,66,115,140,151,100,97,85,66,115,140,151,100
166,47,50,47,71,154,127,44,47,50,47,71,154,127,44
167,149,185,164,142,137,145,160,149,185,164,142,137,145,160
168,112,110,111,91,94,109,114,112,110,111,91,94,109,114
169,83,87,91,113,196,178,83,83,87,91,113,196,178,83
170,54,51,46,60,103,106,48,54,51,46,60,103,106,48
171,246,259,244,275,221,222,246,246,259,244,275,221,222,246
172,159,162,135,159,314,307,137,159,162,135,159,314,307,137
173,172,177,145,165,188,218,177,172,177,145,165,188,218,177
174,194,210,176,192,157,223,232,194,210,176,192,157,223,232
175,87,76,80,114,194,178,78,87,76,80,114,194,178,78
176,68,59,68,80,133,110,67,68,59,68,80,133,110,67
177,108,108,100,129,148,166,96,108,108,100,129,148,166,96
178,86,69,73,70,84,111,78,86,69,73,70,84,111,78
179,60,67,52,70,83,79,54,60,67,52,70,83,79,54
180,250,186,259,253,277,429,271,250,186,259,253,277,429,271
181,63,66,72,73,100,91,69,63,66,72,73,100,91,69
182,37,48,38,36,59,57,34,37,48,38,36,59,57,34
183,204,182,202,220,133,111,185,204,182,202,220,133,111,185
184,81,82,80,73,97,87,72,81,82,80,73,97,87,72
185,95,114,107,96,115,110,120,95,114,107,96,115,110,120
186,135,144,123,144,202,227,120,135,144,123,144,202,227,120
187,77,84,83,81,78,63,79,77,84,83,81,78,63,79
188,106,71,75,83,90,123,93,106,71,75,83,90,123,93
189,431,396,407,469,624,573,424,431,396,407,469,624,573,424
190,51,53,67,48,71,51,43,51,53,67,48,71,51,43
191,67,48,68,54,61,50,69,67,48,68,54,61,50,69
192,30,39,47,37,78,88,31,30,39,47,37,78,88,31
193,123,125,122,158,201,195,108,123,125,122,158,201,195,108
194,43,46,40,44,26,27,45,43,46,40,44,26,27,45
195,55,46,56,60,105,106,46,55,46,56,60,105,106,46
196,46,51,43,78,161,186,58,46,51,43,78,161,186,58
197,40,42,37,57,83,84,43,40,42,37,57,83,84,43
198,130,136,116,122,80,64,123,130,136,116,122,80,64,123
199,159,129,159,165,161,239,177,159,129,159,165,161,239,177
200,189,136,186,205,342,351,181,189,136,186,205,342,351,181
201,32,33,27,51,72,83,36,32,33,27,51,72,83,36
202,177,195,212,168,108,115,183,177,195,212,168,108,115,183
203,360,314,381,413,686,773,401,360,314,381,413,686,773,401
204,96,88,108,101,92,69,78,96,88,108,101,92,69,78
205,94,109,108,119,104,108,96,94,109,108,119,104,108,96
206,50,50,51,61,84,86,47,50,50,51,61,84,86,47
207,62,62,56,79,183,186,53,62,62,56,79,183,186,53
208,103,94,92,106,158,166,100,103,94,92,106,158,166,100
209,59,50,46,65,104,132,83,59,50,46,65,104,132,83
210,82,69,86,132,143,149,86,82,69,86,132,143,149,86
211,88,95,91,96,132,130,81,88,95,91,96,132,130,81
212,47,41,38,59,104,90,41,47,41,38,59,104,90,41
213,81,79,76,71,55,67,87,81,79,76,71,55,67,87
214,33,39,40,38,77,81,39,33,39,40,38,77,81,39
215,124,139,127,174,319,301,122,124,139,127,174,319,301,122
216,46,43,39,48,42,46,47,46,43,39,48,42,46,47
217,349,344,356,465,571,521,346,349,344,356,465,571,521,346
218,48,56,51,49,18,14,62,48,56,51,49,18,14,62
219,55,72,49,60,53,59,51,55,72,49,60,53,59,51
220,103,93,94,108,64,61,92,103,93,94,108,64,61,92
221,96,112,113,138,145,151,106,96,112,113,138,145,151,106
222,23,31,27,33,30,27,25,23,31,27,33,30,27,25
223,64,73,75,87,97,93,66,64,73,75,87,97,93,66
224,75,80,89,79,23,18,84,75,80,89,79,23,18,84
225,86,91,94,88,68,72,89,86,91,94,88,68,72,89
226,192,176,178,193,180,191,195,192,176,178,193,180,191,195
227,39,39,46,66,118,108,66,39,39,46,66,118,108,66
228,54,47,54,53,66,79,61,54,47,54,53,66,79,61
229,73,72,82,84,105,87,80,73,72,82,84,105,87,80
230,79,67,61,61,76,79,68,79,67,61,61,76,79,68
231,67,75,68,75,75,86,69,67,75,68,75,75,86,69
232,73,66,67,62,71,63,65,73,66,67,62,71,63,65
233,227,223,230,338,539,544,245,227,223,230,338,539,544,245
234,153,147,141,170,181,179,148,153,147,141,170,181,179,148
235,113,117,115,150,177,182,122,113,117,115,150,177,182,122
236,41,41,40,43,53,62,48,41,41,40,43,53,62,48
237,63,56,61,53,71,71,70,63,56,61,53,71,71,70
238,70,69,62,69,75,60,73,70,69,62,69,75,60,73
239,68,81,68,98,113,115,72,68,81,68,98,113,115,72
240,292,300,327,362,265,251,273,292,300,327,362,265,251,273
241,105,72,76,79,108,111,111,105,72,76,79,108,111,111
242,82,71,95,72,55,69,76,82,71,95,72,55,69,76
243,221,218,209,271,377,352,219,221,218,209,271,377,352,219
244,182,197,235,195,167,186,207,182,197,235,195,167,186,207
245,129,142,154,178,162,160,167,129,142,154,178,162,160,167
246,23,25,26,28,119,89,26,23,25,26,28,119,89,26
247,157,185,149,171,155,153,180,157,185,149,171,155,153,180
248,72,58,65,61,58,73,69,72,58,65,61,58,73,69
249,161,162,168,148,72,53,179,161,162,168,148,72,53,179
250,56,51,57,57,82,93,56,56,51,57,57,82,93,56
251,101,110,99,112,54,45,114,101,110,99,112,54,45,114
252,137,145,174,125,232,183,156,137,145,174,125,232,183,156
253,62,73,73,89,140,139,70,62,73,73,89,140,139,70
254,119,154,180,135,142,118,121,119,154,180,135,142,118,121
255,84,89,94,90,65,68,74,84,89,94,90,65,68,74
256,188,191,205,211,272,273,182,188,191,205,211,272,273,182
257,84,90,75,93,79,77,92,84,90,75,93,79,77,92
258,57,54,58,97,97,77,58,57,54,58,97,97,77,58
259,73,55,71,69,67,79,79,73,55,71,69,67,79,79
260,57,64,60,78,77,79,60,57,64,60,78,77,79,60
261,96,82,94,119,177,154,84,96,82,94,119,177,154,84
262,107,128,117,143,120,135,123,107,128,117,143,120,135,123
263,103,118,98,105,113,120,109,103,118,98,105,113,120,109
264,96,84,113,96,105,137,106,96,84,113,96,105,137,106
265,107,109,104,127,154,150,120,107,109,104,127,154,150,120
266,41,46,43,53,54,56,34,41,46,43,53,54,56,34
267,94,110,102,98,97,92,92,94,110,102,98,97,92,92
268,93,98,119,89,75,69,96,93,98,119,89,75,69,96
269,114,105,90,79,74,79,117,114,105,90,79,74,79,117
270,101,75,88,92,120,102,105,101,75,88,92,120,102,105
271,68,62,64,50,57,55,61,68,62,64,50,57,55,61
272,537,575,563,542,490,468,591,537,575,563,542,490,468,591
273,108,106,110,132,151,162,127,108,106,110,132,151,162,127
274,59,62,60,42,45,41,66,59,62,60,42,45,41,66
275,589,614,680,611,590,585,633,589,614,680,611,590,585,633
276,131,109,115,145,166,225,136,131,109,115,145,166,225,136
277,32,31,28,49,93,93,25,32,31,28,49,93,93,25
278,213,271,278,297,436,436,258,213,271,278,297,436,436,258
279,407,426,443,473,648,615,427,407,426,443,473,648,615,427
280,63,62,58,68,95,104,62,63,62,58,68,95,104,62
281,150,145,160,185,199,219,140,150,145,160,185,199,219,140
282,276,269,253,254,143,116,255,276,269,253,254,143,116,255
283,49,56,52,66,108,79,48,49,56,52,66,108,79,48
284,28,28,27,34,59,59,26,28,28,27,34,59,59,26
285,254,265,256,349,227,263,269,254,265,256,349,227,263,269
286,438,443,523,405,272,301,479,438,443,523,405,272,301,479
287,207,191,200,248,272,262,205,207,191,200,248,272,262,205
288,80,61,73,87,124,136,68,80,61,73,87,124,136,68
289,46,54,60,54,79,76,47,46,54,60,54,79,76,47
290,71,66,64,60,61,54,60,71,66,64,60,61,54,60
291,137,127,134,138,63,47,142,137,127,134,138,63,47,142
292,147,139,160,143,104,86,155,147,139,160,143,104,86,155
293,186,229,189,194,185,199,182,186,229,189,194,185,199,182
294,135,136,138,147,126,105,127,135,136,138,147,126,105,127
295,53,40,70,49,81,95,59,53,40,70,49,81,95,59
296,342,358,366,411,522,591,362,342,358,366,411,522,591,362
297,279,263,341,292,285,291,301,279,263,341,292,285,291,301
298,376,360,337,439,730,755,392,376,360,337,439,730,755,392
299,159,150,173,200,251,280,190,159,150,173,200,251,280,190
300,54,50,59,66,56,71,48,54,50,59,66,56,71,48
301,72,77,83,73,100,86,62,72,77,83,73,100,86,62
302,163,154,148,132,67,116,167,163,154,148,132,67,116,167
303,43,37,46,60,107,98,48,43,37,46,60,107,98,48
304,214,212,198,250,238,224,207,214,212,198,250,238,224,207
305,80,113,106,131,178,139,100,80,113,106,131,178,139,100
306,490,501,520,358,111,95,543,490,501,520,358,111,95,543
307,60,70,62,78,109,113,62,60,70,62,78,109,113,62
308,104,89,69,94,48,49,102,104,89,69,94,48,49,102
309,160,155,174,171,122,95,156,160,155,174,171,122,95,156
310,138,141,176,154,208,237,141,138,141,176,154,208,237,141
311,107,106,120,130,27,12,110,107,106,120,130,27,12,110
312,99,102,113,101,102,117,114,99,102,113,101,102,117,114
313,597,513,603,352,288,141,538,597,513,603,352,288,141,538
314,137,106,130,164,186,139,126,137,106,130,164,186,139,126
315,166,164,163,165,187,178,168,166,164,163,165,187,178,168
316,136,123,170,179,126,170,224,136,123,170,179,126,170,224
317,48,41,52,52,115,121,48,48,41,52,52,115,121,48
318,131,140,140,168,188,172,128,131,140,140,168,188,172,128
319,206,165,224,151,179,235,238,206,165,224,151,179,235,238
320,204,213,199,293,394,369,209,204,213,199,293,394,369,209
321,123,113,122,122,132,123,129,123,113,122,122,132,123,129
322,72,73,84,69,84,57,70,72,73,84,69,84,57,70
323,187,196,185,203,213,180,171,187,196,185,203,213,180,171
324,114,117,114,91,81,86,128,114,117,114,91,81,86,128
325,64,69,67,71,104,86,52,64,69,67,71,104,86,52
326,72,59,70,81,108,100,76,72,59,70,81,108,100,76
327,54,58,63,75,70,71,68,54,58,63,75,70,71,68
328,139,139,150,153,153,194,148,139,139,150,153,153,194,148
329,76,74,74,74,74,80,69,76,74,74,74,74,80,69
330,38,36,43,76,142,111,30,38,36,43,76,142,111,30
331,383,343,355,367,71,89,358,383,343,355,367,71,89,358
332,87,106,90,119,155,140,108,87,106,90,119,155,140,108
333,102,84,83,58,84,137,93,102,84,83,58,84,137,93
334,144,156,158,140,157,170,154,144,156,158,140,157,170,154
335,167,161,182,169,91,69,179,167,161,182,169,91,69,179
336,219,181,216,233,395,395,248,219,181,216,233,395,395,248
337,81,80,80,102,113,108,75,81,80,80,102,113,108,75
338,363,341,363,431,904,995,369,363,341,363,431,904,995,369
339,78,83,96,103,148,125,89,78,83,96,103,148,125,89
340,64,64,72,70,66,76,62,64,64,72,70,66,76,62
341,140,143,117,197,316,313,134,140,143,117,197,316,313,134
342,110,124,117,101,118,97,130,110,124,117,101,118,97,130
343,117,128,130,124,112,90,85,117,128,130,124,112,90,85
344,120,136,150,177,167,151,123,120,136,150,177,167,151,123
345,88,103,97,114,120,103,97,88,103,97,114,120,103,97
346,212,236,239,229,195,214,257,212,236,239,229,195,214,257
347,55,38,48,53,57,59,44,55,38,48,53,57,59,44
348,267,277,232,299,443,441,278,267,277,232,299,443,441,278
349,85,108,114,98,105,87,104,85,108,114,98,105,87,104
350,261,276,267,257,101,95,247,261,276,267,257,101,95,247
351,127,104,97,118,80,79,105,127,104,97,118,80,79,105
352,273,281,286,278,60,6,290,273,281,286,278,60,6,290
353,51,57,41,57,57,67,65,51,57,41,57,57,67,65
354,60,74,63,67,75,89,66,60,74,63,67,75,89,66
355,63,59,52,67,48,25,67,63,59,52,67,48,25,67
356,124,123,140,147,145,132,125,124,123,140,147,145,132,125
357,54,51,49,53,59,55,53,54,51,49,53,59,55,53
358,163,163,148,161,102,115,160,163,163,148,161,102,115,160
359,158,135,133,171,192,181,146,158,135,133,171,192,181,146
360,121,109,102,129,216,233,124,121,109,102,129,216,233,124
361,221,232,236,251,128,107,219,221,232,236,251,128,107,219
362,142,139,142,151,128,124,126,142,139,142,151,128,124,126
363,69,64,59,69,60,66,56,69,64,59,69,60,66,56
364,93,99,89,113,163,180,89,93,99,89,113,163,180,89
365,52,50,63,73,84,84,60,52,50,63,73,84,84,60
366,89,88,92,89,51,28,83,89,88,92,89,51,28,83
367,94,68,81,69,64,97,96,94,68,81,69,64,97,96
368,342,308,296,251,146,143,333,342,308,296,251,146,143,333
369,109,116,117,134,148,160,110,109,116,117,134,148,160,110
370,174,156,169,248,409,471,175,174,156,169,248,409,471,175
371,229,221,214,214,325,325,192,229,221,214,214,325,325,192
372,57,55,45,48,58,74,53,57,55,45,48,58,74,53
373,54,46,46,60,61,69,44,54,46,46,60,61,69,44
374,49,58,73,60,75,67,62,49,58,73,60,75,67,62
375,42,45,47,57,61,67,37,42,45,47,57,61,67,37
376,37,42,29,37,54,38,37,37,42,29,37,54,38,37
377,117,121,114,121,87,85,115,117,121,114,121,87,85,115
378,164,160,156,175,152,140,147,164,160,156,175,152,140,147
379,35,35,33,48,112,97,29,35,35,33,48,112,97,29
380,198,206,199,230,281,293,157,198,206,199,230,281,293,157
381,44,37,38,37,41,48,44,44,37,38,37,41,48,44
382,51,49,63,46,65,81,74,51,49,63,46,65,81,74
383,93,93,95,71,76,86,105,93,93,95,71,76,86,105
384,85,87,87,88,33,31,87,85,87,87,88,33,31,87
385,53,35,36,48,55,56,29,53,35,36,48,55,56,29
386,171,160,178,228,212,219,159,171,160,178,228,212,219,159
387,60,56,70,92,85,104,65,60,56,70,92,85,104,65
388,77,83,76,111,154,153,74,77,83,76,111,154,153,74
389,100,101,102,117,113,96,99,100,101,102,117,113,96,99
390,41,60,48,83,157,139,42,41,60,48,83,157,139,42
391,226,235,195,399,253,258,203,226,235,195,399,253,258,203
392,337,338,311,277,140,119,298,337,338,311,277,140,119,298
393,400,455,507,408,522,530,437,400,455,507,408,522,530,437
394,161,182,156,170,175,169,154,161,182,156,170,175,169,154
395,235,240,238,231,196,206,224,235,240,238,231,196,206,224
396,109,95,99,102,75,84,107,109,95,99,102,75,84,107
397,118,118,124,121,151,231,128,118,118,124,121,151,231,128
398,119,142,120,137,104,108,121,119,142,120,137,104,108,121
399,78,66,67,99,217,297,146,78,66,67,99,217,297,146
400,75,69,77,61,69,83,82,75,69,77,61,69,83,82
401,77,91,89,121,77,81,98,77,91,89,121,77,81,98
402,225,200,189,213,181,218,237,225,200,189,213,181,218,237
403,84,85,91,95,122,111,92,84,85,91,95,122,111,92
404,176,137,149,189,280,335,167,176,137,149,189,280,335,167
405,160,144,145,149,98,59,146,160,144,145,149,98,59,146
406,172,186,179,166,175,196,202,172,186,179,166,175,196,202
407,189,170,177,172,185,207,224,189,170,177,172,185,207,224
408,256,275,268,329,463,501,280,256,275,268,329,463,501,280
409,91,96,86,93,92,98,86,91,96,86,93,92,98,86
410,76,81,71,136,101,134,78,76,81,71,136,101,134,78
411,18,15,16,27,37,35,19,18,15,16,27,37,35,19
412,93,84,76,100,48,34,87,93,84,76,100,48,34,87
413,181,216,221,190,169,168,206,181,216,221,190,169,168,206
414,417,458,389,482,492,549,422,417,458,389,482,492,549,422
415,84,69,74,72,41,43,68,84,69,74,72,41,43,68
416,55,53,69,44,96,98,45,55,53,69,44,96,98,45
417,23,31,29,25,43,48,19,23,31,29,25,43,48,19
418,130,124,113,150,193,180,141,130,124,113,150,193,180,141
419,33,42,45,54,46,43,51,33,42,45,54,46,43,51
420,95,82,93,95,89,72,88,95,82,93,95,89,72,88
421,34,46,36,58,102,79,32,34,46,36,58,102,79,32
422,76,65,91,84,90,88,62,76,65,91,84,90,88,62
423,73,62,69,91,200,187,69,73,62,69,91,200,187,69
424,68,60,73,77,129,112,64,68,60,73,77,129,112,64
425,99,92,99,116,159,146,77,99,92,99,116,159,146,77
426,154,181,182,266,191,155,154,154,181,182,266,191,155,154
427,140,116,139,135,75,73,130,140,116,139,135,75,73,130
428,165,151,182,172,180,179,192,165,151,182,172,180,179,192
429,36,35,39,52,55,47,32,36,35,39,52,55,47,32
430,107,108,115,80,96,79,104,107,108,115,80,96,79,104
431,61,64,67,73,72,100,62,61,64,67,73,72,100,62
432,41,46,46,49,72,76,34,41,46,46,49,72,76,34
433,77,91,117,84,69,84,92,77,91,117,84,69,84,92
434,43,38,38,23,88,89,45,43,38,38,23,88,89,45
435,324,319,347,427,972,773,340,324,319,347,427,972,773,340
436,397,462,472,490,538,516,396,397,462,472,490,538,516,396
437,75,83,67,56,58,39,56,75,83,67,56,58,39,56
438,60,67,77,78,94,101,62,60,67,77,78,94,101,62
439,127,135,144,142,142,143,133,127,135,144,142,142,143,133
440,71,84,77,72,71,81,82,71,84,77,72,71,81,82
441,208,163,183,192,276,343,196,208,163,183,192,276,343,196
442,97,81,83,115,138,116,74,97,81,83,115,138,116,74
443,58,62,56,79,85,87,52,58,62,56,79,85,87,52
444,104,100,89,59,72,71,102,104,100,89,59,72,71,102
445,168,203,214,237,293,189,161,168,203,214,237,293,189,161
446,34,31,38,38,56,43,40,34,31,38,38,56,43,40
447,230,236,222,215,90,90,219,230,236,222,215,90,90,219
448,183,178,191,161,56,47,165,183,178,191,161,56,47,165
449,27,18,22,38,74,91,26,27,18,22,38,74,91,26
450,63,62,58,53,63,75,71,63,62,58,53,63,75,71
451,107,119,118,143,194,191,126,107,119,118,143,194,191,126
452,193,217,235,239,259,320,228,193,217,235,239,259,320,228
453,65,66,71,56,53,62,63,65,66,71,56,53,62,63
454,66,60,61,65,66,64,58,66,60,61,65,66,64,58
455,113,129,142,130,140,171,125,113,129,142,130,140,171,125
456,47,52,65,67,97,90,58,47,52,65,67,97,90,58
457,45,43,44,75,99,120,48,45,43,44,75,99,120,48
458,104,87,101,174,154,170,94,104,87,101,174,154,170,94
459,5,5,9,71,121,53,7,5,5,9,71,121,53,7
460,258,271,272,297,92,37,267,258,271,272,297,92,37,267
461,56,48,58,59,57,57,51,56,48,58,59,57,57,51
462,60,61,57,83,154,132,56,60,61,57,83,154,132,56
463,121,151,160,145,161,189,160,121,151,160,145,161,189,160
464,73,92,66,92,171,160,68,73,92,66,92,171,160,68
465,408,331,386,401,626,783,410,408,331,386,401,626,783,410
466,57,64,61,80,137,109,61,57,64,61,80,137,109,61
